Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN
18-09-2020,Karnataka,12.9716,77.5946,94.2,0.39,4.9,15.87,22.39,86.2,7.9,91.41,10.1482,4.6742
19-09-2020,Karnataka,12.9716,77.5946,99.72,0.39,4.82,16.06,22.23,87.62,7.79,91.21,10.1321,3.6154
20-09-2020,Karnataka,12.9716,77.5946,99.63,0.51,4.94,14.8,20.89,87.42,10.39,91.19,10.115,2.6986
21-09-2020,Karnataka,12.9716,77.5946,98.49,0.65,4.56,14.34,20.96,84.69,10.93,91.23,10.0975,4.0522
22-09-2020,Karnataka,12.9716,77.5946,70.28,0.5,4.34,13.48,20.78,81.51,9.63,91.37,10.08,3.7769
23-09-2020,Karnataka,12.9716,77.5946,41.38,0.33,4.07,14.39,21.84,81.49,7.66,91.49,10.0622,5.3971
24-09-2020,Karnataka,12.9716,77.5946,71.84,0.32,4.38,14.82,22.16,82.21,6.34,91.66,10.044,5.3213
25-09-2020,Karnataka,12.9716,77.5946,89.54,0.41,4.66,15.45,21.62,87.8,4,91.61,10.0248,5.4247
26-09-2020,Karnataka,12.9716,77.5946,99.41,0.53,4.52,15.03,20.56,90.92,6.38,91.62,10.0054,3.4838
27-09-2020,Karnataka,12.9716,77.5946,97.79,0.46,4.44,15.42,21.91,86.51,4.72,91.65,9.9857,4.8427
28-09-2020,Karnataka,12.9716,77.5946,93.56,0.42,4.21,16.07,23.13,84.05,4.49,91.6,9.9653,5.5474
29-09-2020,Karnataka,12.9716,77.5946,95.75,0.57,4.42,16.88,22.87,88.84,5.09,91.46,9.9442,4.783
30-09-2020,Karnataka,12.9716,77.5946,92.95,0.6,4.43,16.06,21.98,89.06,5.81,91.46,9.923,4.5739
01-10-2020,Karnataka,12.9716,77.5946,64.77,0.38,3.77,14.52,21.7,83,6.41,91.51,9.9014,5.8486
02-10-2020,Karnataka,12.9716,77.5946,72.94,0.46,3.64,15.57,22.67,83.55,4.15,91.5,9.8791,5.3808
03-10-2020,Karnataka,12.9716,77.5946,90,0.47,4.16,16.03,22.32,87.43,6.05,91.55,9.8566,5.3964
04-10-2020,Karnataka,12.9716,77.5946,99.54,0.64,4.19,15.1,21.21,88.17,6.07,91.67,9.8333,4.3543
05-10-2020,Karnataka,12.9716,77.5946,92.56,0.63,4.07,15,22.19,83.11,5.89,91.58,9.81,5.5855
06-10-2020,Karnataka,12.9716,77.5946,55.82,0.45,3.85,15.67,22.85,83.22,4.34,91.53,9.786,6.1733
07-10-2020,Karnataka,12.9716,77.5946,62.16,0.61,4.38,16.28,23.07,85.24,4.61,91.58,9.7618,5.6129
08-10-2020,Karnataka,12.9716,77.5946,75.03,0.94,4.57,15.63,22.61,83.94,3.27,91.57,9.737,5.574
09-10-2020,Karnataka,12.9716,77.5946,85.89,0.94,4.61,15.76,23.04,82.39,1.74,91.54,9.7123,4.6536
10-10-2020,Karnataka,12.9716,77.5946,95,0.59,4.89,16.97,22.27,92.1,4.44,91.49,9.6874,5.2008
11-10-2020,Karnataka,12.9716,77.5946,99.43,0.87,4.79,15.86,21.59,89.92,5.91,91.36,9.6622,3.2066
12-10-2020,Karnataka,12.9716,77.5946,98.71,1.05,4.74,15.83,21.72,89.01,7.2,91.19,9.6365,2.9688
13-10-2020,Karnataka,12.9716,77.5946,99.22,1.18,4.68,15.86,21.1,92.11,7.54,91.13,9.6103,2.669
14-10-2020,Karnataka,12.9716,77.5946,88.24,0.92,4.31,15.02,21.4,86.4,8.97,91.22,9.5842,3.895
15-10-2020,Karnataka,12.9716,77.5946,64.23,0.85,4.22,15.46,21.76,87.14,7.19,91.29,9.558,4.9582
16-10-2020,Karnataka,12.9716,77.5946,27.94,0.88,4.35,15.54,22.2,85.7,4.84,91.33,9.5311,5.939
17-10-2020,Karnataka,12.9716,77.5946,91.95,0.76,4.33,14.34,21.89,80.82,2.82,91.44,9.5042,5.0064
18-10-2020,Karnataka,12.9716,77.5946,99.45,0.54,4.97,15.88,22.34,86.43,2.92,91.49,9.4766,4.0944
19-10-2020,Karnataka,12.9716,77.5946,95.71,0.39,5.1,16.45,22.12,90.27,3.45,91.46,9.449,4.0258
20-10-2020,Karnataka,12.9716,77.5946,98.07,0.56,4.99,16.38,22.16,89.89,3.87,91.41,9.4222,2.7972
21-10-2020,Karnataka,12.9716,77.5946,98.75,0.8,4.93,16.48,22.28,89.87,3.89,91.46,9.3946,3.6094
22-10-2020,Karnataka,12.9716,77.5946,96.71,0.77,4.95,16.3,22.08,89.96,3.5,91.46,9.3672,4.3627
23-10-2020,Karnataka,12.9716,77.5946,96.55,1,4.96,16.55,22.14,90.8,3.09,91.5,9.3398,3.8369
24-10-2020,Karnataka,12.9716,77.5946,93.95,0.76,4.6,16.49,22.48,88.97,2.86,91.62,9.3118,3.9502
25-10-2020,Karnataka,12.9716,77.5946,93.77,0.78,4.54,15.47,22.88,82.45,1.96,91.73,9.2834,4.6457
26-10-2020,Karnataka,12.9716,77.5946,26.99,0.92,4.48,15.56,22.66,83.5,3.08,91.76,9.2551,5.7588
27-10-2020,Karnataka,12.9716,77.5946,10.46,1.04,3.57,14.58,21.55,84.09,4.49,91.73,9.2266,5.5627
28-10-2020,Karnataka,12.9716,77.5946,13.43,0.69,3.12,14.42,21.29,84.62,4.89,91.8,9.1985,5.7504
29-10-2020,Karnataka,12.9716,77.5946,77.73,0.72,3.28,14.5,20.89,86.68,4.9,91.82,9.1704,4.8434
30-10-2020,Karnataka,12.9716,77.5946,35.27,0.6,3.89,14.18,21.39,82.93,4.24,91.77,9.1428,5.569
31-10-2020,Karnataka,12.9716,77.5946,48.19,0.69,3.8,13.89,21.95,78.4,3.43,91.77,9.1147,5.4931
01-11-2020,Karnataka,12.9716,77.5946,20.63,1,3.46,14.33,22.27,79.5,2.9,91.83,9.0864,5.4089
02-11-2020,Karnataka,12.9716,77.5946,40.72,1.19,3.72,15.41,22.58,83.66,3.29,91.89,9.0578,4.7222
03-11-2020,Karnataka,12.9716,77.5946,30.72,1.09,3.73,15.63,22.59,84.78,4.28,91.88,9.03,4.7863
04-11-2020,Karnataka,12.9716,77.5946,55.51,1.14,3.55,16.29,22.92,86.05,4.04,91.83,9.0017,4.3217
05-11-2020,Karnataka,12.9716,77.5946,75.84,0.67,4.31,15.72,22.52,85.14,4.67,91.88,8.9731,4.6877
06-11-2020,Karnataka,12.9716,77.5946,60.9,0.46,3.91,15.44,22.45,84.81,4.61,91.97,8.9448,5.4072
07-11-2020,Karnataka,12.9716,77.5946,24.15,0.39,3.69,16.24,22.78,86.83,4.98,92.01,8.9177,5.6978
08-11-2020,Karnataka,12.9716,77.5946,48.75,0.76,3.99,15.98,22.39,87.45,5.98,92.06,8.8906,4.2113
09-11-2020,Karnataka,12.9716,77.5946,18.41,0.85,2.61,14.22,21.04,84.98,5.2,91.94,8.8632,5.4926
10-11-2020,Karnataka,12.9716,77.5946,44.8,0.25,1.39,11.49,18.78,80.12,5.61,91.78,8.838,6.2038
11-11-2020,Karnataka,12.9716,77.5946,67.09,0.29,2.05,13.65,19.53,87.42,6.14,91.79,8.8116,5.352
12-11-2020,Karnataka,12.9716,77.5946,93.98,0.45,4.57,15.87,21.62,90.33,5.85,91.82,8.7859,4.2662
13-11-2020,Karnataka,12.9716,77.5946,90.96,0.47,4.67,15.86,21.97,88.69,6.3,91.83,8.76,2.6472
14-11-2020,Karnataka,12.9716,77.5946,60.05,0.45,4.19,15.46,21.82,87.42,6.66,91.76,8.7343,4.7666
15-11-2020,Karnataka,12.9716,77.5946,91.23,0.33,4.27,16.2,22.17,89.26,6.81,91.71,8.7086,2.9342
16-11-2020,Karnataka,12.9716,77.5946,99.69,0.38,4.75,16.04,21.84,90.03,6.27,91.78,8.6837,2.7199
17-11-2020,Karnataka,12.9716,77.5946,87.46,0.55,4.65,15.36,21.55,88.11,6.39,91.75,8.659,3.5964
18-11-2020,Karnataka,12.9716,77.5946,79.26,0.63,3.88,15.36,21.71,87.6,5.61,91.78,8.6357,4.1693
19-11-2020,Karnataka,12.9716,77.5946,66.37,0.6,3.39,14.95,21.53,86.34,5.83,91.81,8.6126,4.8626
20-11-2020,Karnataka,12.9716,77.5946,41.01,0.35,2.83,13.52,20.59,83.11,5.56,91.88,8.5896,5.8433
21-11-2020,Karnataka,12.9716,77.5946,21.4,0.2,1.89,11.21,19,77.15,4.4,91.92,8.5668,6.2138
22-11-2020,Karnataka,12.9716,77.5946,47.45,0.18,1.54,10.21,18.12,75.36,4.58,91.95,8.5445,5.6837
23-11-2020,Karnataka,12.9716,77.5946,87.89,0.45,1.99,11.53,18.26,81.3,4.41,91.94,8.5229,4.757
24-11-2020,Karnataka,12.9716,77.5946,90.24,0.77,3.24,14.11,20.32,87.02,5.19,91.83,8.5027,4.0668
25-11-2020,Karnataka,12.9716,77.5946,90.9,0.56,4.22,14.97,21.03,88.48,7.39,91.67,8.4823,3.1382
26-11-2020,Karnataka,12.9716,77.5946,99.52,0.33,4.81,14.34,19.14,94.28,11.67,91.43,8.4614,0.9077
27-11-2020,Karnataka,12.9716,77.5946,76.5,0.37,4.48,13.92,19.59,89.7,7.39,91.65,8.4418,4.0039
28-11-2020,Karnataka,12.9716,77.5946,71.36,0.58,4.41,14.3,20.54,87.51,5.04,91.91,8.4226,3.5779
29-11-2020,Karnataka,12.9716,77.5946,64.13,0.4,4.14,14.71,20.98,87.76,5.87,91.98,8.4046,2.7113
30-11-2020,Karnataka,12.9716,77.5946,61.59,0.47,3.56,14.25,20.7,86.76,6.42,92,8.3885,4.1129
01-12-2020,Karnataka,12.9716,77.5946,62.83,0.26,2.11,12.45,19.59,82.3,5.97,92.01,8.3736,5.3174
02-12-2020,Karnataka,12.9716,77.5946,86.29,0.21,2.93,12.88,19.78,83.6,6.33,91.88,8.3594,4.3392
03-12-2020,Karnataka,12.9716,77.5946,99.56,0.27,4.45,14.62,19.92,91.82,7.26,91.74,8.3455,2.0633
04-12-2020,Karnataka,12.9716,77.5946,99.44,0.37,4.88,15.19,20.71,91.11,7.64,91.64,8.3321,1.962
05-12-2020,Karnataka,12.9716,77.5946,94.93,0.21,4.3,14.76,21.06,87.34,6.62,91.7,8.3184,2.5867
06-12-2020,Karnataka,12.9716,77.5946,85.8,0.22,4.28,15.32,21.54,88.1,7.27,91.81,8.305,2.6088
07-12-2020,Karnataka,12.9716,77.5946,95.97,0.36,4.62,15.61,21.78,88.47,7.1,91.94,8.2927,2.897
08-12-2020,Karnataka,12.9716,77.5946,79.7,0.46,4.51,15.13,21.34,88.22,6.7,92.03,8.2817,3.1066
09-12-2020,Karnataka,12.9716,77.5946,66.11,0.29,4.12,14.91,21.25,87.39,5.76,91.94,8.2716,3.8134
10-12-2020,Karnataka,12.9716,77.5946,20.95,0.39,3.43,11.79,19.48,79.21,4.54,91.95,8.2622,5.6719
11-12-2020,Karnataka,12.9716,77.5946,6.33,0.45,2.45,11.17,18.85,78.66,4.39,91.95,8.2541,5.7552
12-12-2020,Karnataka,12.9716,77.5946,10.54,0.35,2.36,11.04,18.4,79.62,4.14,91.92,8.2464,5.4924
13-12-2020,Karnataka,12.9716,77.5946,44.61,0.39,2.43,11.3,18.5,79.33,4.11,91.84,8.2397,5.1953
14-12-2020,Karnataka,12.9716,77.5946,13.03,0.38,2.2,11.89,18.94,81.44,4.6,91.83,8.2337,5.3928
15-12-2020,Karnataka,12.9716,77.5946,28.5,0.42,2.84,11.84,18.89,81.72,5.41,91.96,8.2289,5.3371
16-12-2020,Karnataka,12.9716,77.5946,81.02,0.59,4.07,13.88,20.52,85.5,5.97,91.99,8.2248,3.3924
17-12-2020,Karnataka,12.9716,77.5946,95.96,0.69,4.16,14.38,20.94,86.22,6.16,91.96,8.2217,2.5212
18-12-2020,Karnataka,12.9716,77.5946,37.31,0.35,3.11,13.13,19.42,86.32,5.83,91.98,8.2195,5.478
19-12-2020,Karnataka,12.9716,77.5946,67.91,0.57,2.32,13.19,19.85,85.2,6.48,92.02,8.2181,4.4191
20-12-2020,Karnataka,12.9716,77.5946,45.58,0.64,1.93,12.19,19.09,82.98,6.66,92.07,8.2181,4.0308
21-12-2020,Karnataka,12.9716,77.5946,12.95,0.3,1.63,10.64,17.2,81.97,5.44,91.95,8.2188,5.7746
22-12-2020,Karnataka,12.9716,77.5946,35.28,0.37,3.08,10.87,18.04,79.68,4.45,91.87,8.2207,5.2901
23-12-2020,Karnataka,12.9716,77.5946,75.65,0.57,3.84,11.73,19.19,79.83,4.4,91.81,8.2229,4.3637
24-12-2020,Karnataka,12.9716,77.5946,27.69,0.61,3.94,12.79,20.14,81.48,4.1,91.74,8.226,4.7278
25-12-2020,Karnataka,12.9716,77.5946,24.77,0.33,2.97,13.03,20.11,82.8,4.77,91.8,8.2294,5.0695
26-12-2020,Karnataka,12.9716,77.5946,7.52,0.31,1.82,11.45,18.68,80.49,5,91.9,8.2339,5.6431
27-12-2020,Karnataka,12.9716,77.5946,17.31,0.24,1.67,11.01,18.28,79.97,4.9,91.87,8.2399,5.815
28-12-2020,Karnataka,12.9716,77.5946,50.69,0.26,2.23,10.3,18.67,74.68,3.75,91.81,8.2471,5.0088
29-12-2020,Karnataka,12.9716,77.5946,50.46,0.52,3.63,12.01,19.89,78.82,5.13,91.8,8.2558,5.0254
30-12-2020,Karnataka,12.9716,77.5946,50.79,0.68,4.1,14.12,21.09,84.03,5.8,91.79,8.2649,4.7885
31-12-2020,Karnataka,12.9716,77.5946,92.28,0.67,4.13,14.21,21.08,84.78,7,91.85,8.275,2.5745
01-01-2021,Karnataka,12.9716,77.5946,67.4,0.48,2.32,11.71,18.87,81.29,6.5,91.92,8.2853,4.9915
02-01-2021,Karnataka,12.9716,77.5946,82.09,0.45,3.08,13.08,19.86,84.14,6.02,91.89,8.2966,4.0044
03-01-2021,Karnataka,12.9716,77.5946,85.58,0.36,4.3,13.67,20.95,82.54,6.13,91.78,8.3083,3.0974
04-01-2021,Karnataka,12.9716,77.5946,91.24,0.36,4.29,13.35,21.01,80.6,6.74,91.78,8.3208,2.0726
05-01-2021,Karnataka,12.9716,77.5946,89.99,0.51,4.16,14.51,20.98,86.53,5.6,91.82,8.3345,3.9046
06-01-2021,Karnataka,12.9716,77.5946,93.88,0.71,4.55,15.11,21.7,86.4,4.97,91.76,8.3486,2.7034
07-01-2021,Karnataka,12.9716,77.5946,94.47,0.84,4.6,14.99,21.16,87.96,4.96,91.65,8.364,2.8642
08-01-2021,Karnataka,12.9716,77.5946,93.33,0.86,4.38,15.22,22.02,85.13,4.97,91.58,8.3798,3.1774
09-01-2021,Karnataka,12.9716,77.5946,92.86,0.5,3.93,14.97,22.21,83.32,5.63,91.63,8.3966,2.2937
10-01-2021,Karnataka,12.9716,77.5946,94.2,0.54,3.83,14.21,21.39,82.98,5.62,91.72,8.4144,3.8933
11-01-2021,Karnataka,12.9716,77.5946,99.29,0.4,3.77,13.66,20.86,82.66,5.51,91.84,8.4329,2.826
12-01-2021,Karnataka,12.9716,77.5946,98.95,0.28,3.4,12.82,20.05,82.01,6.79,91.84,8.4521,2.5402
13-01-2021,Karnataka,12.9716,77.5946,84.67,0.3,3.79,12.35,20.66,77.67,6.9,91.83,8.4718,4.6414
14-01-2021,Karnataka,12.9716,77.5946,76.95,0.32,3.65,12.64,20.41,79.63,6.01,91.79,8.4926,3.5726
15-01-2021,Karnataka,12.9716,77.5946,69.22,0.26,3.93,12.68,21.23,76.72,5.63,91.76,8.5138,4.506
16-01-2021,Karnataka,12.9716,77.5946,37.86,0.46,3.22,11.97,21.45,72.58,5.2,91.69,8.5358,4.7546
17-01-2021,Karnataka,12.9716,77.5946,26.8,0.58,2.45,12.09,21.12,74.65,4.93,91.75,8.5584,5.1989
18-01-2021,Karnataka,12.9716,77.5946,5.64,0.26,1.87,11.16,20.16,73.55,5.39,91.86,8.5817,6.0936
19-01-2021,Karnataka,12.9716,77.5946,15.79,0.3,1.86,11.29,20.17,74.28,5.08,91.85,8.6057,5.8133
20-01-2021,Karnataka,12.9716,77.5946,16.99,0.3,2.07,11.15,20.87,71.24,3.59,91.88,8.6299,5.6604
21-01-2021,Karnataka,12.9716,77.5946,11.71,0.24,2.33,12.21,22.27,71.25,2.6,91.84,8.6546,5.7002
22-01-2021,Karnataka,12.9716,77.5946,35.6,0.39,2.4,12.86,22.55,72.91,4.48,91.8,8.6798,4.9126
23-01-2021,Karnataka,12.9716,77.5946,19.06,0.46,2.22,11.91,21.83,71.33,4.47,91.85,8.706,5.3772
24-01-2021,Karnataka,12.9716,77.5946,13.74,0.34,2.03,10.81,21.05,69.06,4.39,91.9,8.7329,5.8553
25-01-2021,Karnataka,12.9716,77.5946,7.04,0.25,1.67,9.34,19.72,66.74,5.26,91.96,8.7595,6.2026
26-01-2021,Karnataka,12.9716,77.5946,8.82,0.19,1.3,8.31,19.64,61.53,5.26,91.9,8.7866,6.425
27-01-2021,Karnataka,12.9716,77.5946,19.03,0.29,1.24,8.9,19.19,65.51,5.64,91.92,8.814,6.2021
28-01-2021,Karnataka,12.9716,77.5946,5.29,0.4,1.56,10.02,20.04,68.92,6.01,91.94,8.8418,6.0614
29-01-2021,Karnataka,12.9716,77.5946,21.89,0.59,2.23,10.89,21.06,69.02,5.28,91.99,8.8699,5.6035
30-01-2021,Karnataka,12.9716,77.5946,19.05,0.91,2.56,10.97,21.74,67.06,4.39,91.91,8.898,5.4228
31-01-2021,Karnataka,12.9716,77.5946,6.25,0.34,2.34,9.89,21.63,62.62,5.86,91.96,8.9266,6.0684
01-02-2021,Karnataka,12.9716,77.5946,2.64,0.24,2.06,8.85,20.36,60.89,6.64,92.09,8.9554,6.3682
02-02-2021,Karnataka,12.9716,77.5946,5.92,0.42,1.89,10.09,20.87,66.47,6.05,92.1,8.9844,6.2227
03-02-2021,Karnataka,12.9716,77.5946,22.81,0.56,2.48,10.99,21.49,68.2,5.63,92.03,9.0137,5.4521
04-02-2021,Karnataka,12.9716,77.5946,11.12,0.43,2.59,9.9,21.07,63.85,4.85,92.02,9.0432,6.1925
05-02-2021,Karnataka,12.9716,77.5946,8.27,0.29,2.44,9.29,20.61,63.04,4.69,91.93,9.073,6.2719
06-02-2021,Karnataka,12.9716,77.5946,2.04,0.27,1.97,8.78,20.6,60.9,5.4,91.86,9.103,6.4274
07-02-2021,Karnataka,12.9716,77.5946,11.04,0.21,1.31,7.02,20.16,50.85,6.97,91.91,9.133,6.7142
08-02-2021,Karnataka,12.9716,77.5946,6.13,0.22,1.23,8.26,19.81,58.62,6.76,91.97,9.1632,6.7346
09-02-2021,Karnataka,12.9716,77.5946,9.28,0.26,1.25,8.44,19.69,61.61,6.25,91.93,9.1934,6.5561
10-02-2021,Karnataka,12.9716,77.5946,15.87,0.22,0.87,6.97,19.5,55.57,5.46,91.85,9.2239,6.888
11-02-2021,Karnataka,12.9716,77.5946,10.89,0.22,0.99,7.77,20.07,58.48,5.35,91.79,9.2544,6.7908
12-02-2021,Karnataka,12.9716,77.5946,10.3,0.2,1.13,7.74,20.3,57.87,5.19,91.85,9.2851,6.9007
13-02-2021,Karnataka,12.9716,77.5946,11.01,0.16,1.4,7.9,20.54,57.24,4.75,91.93,9.3156,6.8033
14-02-2021,Karnataka,12.9716,77.5946,11.3,0.2,1.73,7.72,20.8,55.54,3.91,91.94,9.3461,6.7879
15-02-2021,Karnataka,12.9716,77.5946,12.91,0.31,2.23,8.67,21.85,55.69,3.61,91.84,9.3768,6.5141
16-02-2021,Karnataka,12.9716,77.5946,35.78,0.55,2.68,9.45,22.52,57.46,4.15,91.81,9.4073,5.8013
17-02-2021,Karnataka,12.9716,77.5946,52.49,0.88,2.72,9.37,22.71,56.9,4.91,91.77,9.4375,5.363
18-02-2021,Karnataka,12.9716,77.5946,62.49,1.08,2.78,10.08,22.23,60.86,6.14,91.9,9.4678,4.9469
19-02-2021,Karnataka,12.9716,77.5946,66.53,1.32,2.88,10.19,22.06,62.7,5.1,91.93,9.4978,4.6246
20-02-2021,Karnataka,12.9716,77.5946,79.11,1.01,3.18,12.32,21.47,73.36,5.62,91.9,9.528,4.3603
21-02-2021,Karnataka,12.9716,77.5946,74.93,0.52,3.15,12.24,20.95,74.29,6.79,91.97,9.5575,3.9626
22-02-2021,Karnataka,12.9716,77.5946,63.23,0.3,2.69,10.59,22.36,63.27,4.46,92.01,9.587,5.8202
23-02-2021,Karnataka,12.9716,77.5946,16.2,0.24,2.86,10.8,23.46,61.13,5.05,91.89,9.6156,6.7205
24-02-2021,Karnataka,12.9716,77.5946,7.13,0.25,2.61,10.02,23.55,57.56,4.35,91.82,9.6446,6.8302
25-02-2021,Karnataka,12.9716,77.5946,2.24,0.23,2.39,9.72,23.98,54.32,4.49,91.82,9.6732,6.869
26-02-2021,Karnataka,12.9716,77.5946,7.56,0.28,2.11,9.01,23.89,50.27,4.44,91.72,9.702,6.8443
27-02-2021,Karnataka,12.9716,77.5946,18.59,0.34,2.2,9.28,24.5,49.84,4.96,91.65,9.7303,6.6626
28-02-2021,Karnataka,12.9716,77.5946,7.94,0.36,1.92,8.35,24.14,48.03,6.38,91.69,9.7582,6.8414
01-03-2021,Karnataka,12.9716,77.5946,5.27,0.28,1.59,8.22,23.39,50.3,5.39,91.94,9.7853,7.104
02-03-2021,Karnataka,12.9716,77.5946,8.57,0.37,1.71,9.05,23.94,51.82,6.26,91.96,9.8119,6.6662
03-03-2021,Karnataka,12.9716,77.5946,0.63,0.35,1.63,7.81,23.73,45.48,6.76,91.85,9.8383,7.0452
04-03-2021,Karnataka,12.9716,77.5946,1.07,0.19,1.39,7.56,22.64,48.88,7.3,91.87,9.865,7.4069
05-03-2021,Karnataka,12.9716,77.5946,4.9,0.12,1.52,7.02,23.17,47.2,5.17,91.95,9.8909,7.4606
06-03-2021,Karnataka,12.9716,77.5946,4.8,0.14,1.81,7.8,24.47,46.94,4.84,91.96,9.9163,7.3567
07-03-2021,Karnataka,12.9716,77.5946,1.5,0.15,1.94,8.54,24.6,49.87,5.21,91.86,9.9415,7.2336
08-03-2021,Karnataka,12.9716,77.5946,0.5,0.13,1.86,8.23,24.44,49.27,5.94,91.89,9.9665,7.4503
09-03-2021,Karnataka,12.9716,77.5946,4.21,0.13,1.81,8.14,24.54,48.44,6.51,91.95,9.9907,7.4508
10-03-2021,Karnataka,12.9716,77.5946,19.94,0.14,2.38,10.26,25.74,53.42,4.44,91.93,10.0147,7.206
11-03-2021,Karnataka,12.9716,77.5946,28.25,0.19,2.88,10.81,26.65,51.34,5.2,91.9,10.0382,6.965
12-03-2021,Karnataka,12.9716,77.5946,32.68,0.15,2.39,8.7,25.5,45.2,5.73,91.99,10.0613,7.1318
13-03-2021,Karnataka,12.9716,77.5946,3.47,0.12,1.89,7.88,24.75,45.44,5.52,91.95,10.0838,7.5545
14-03-2021,Karnataka,12.9716,77.5946,0.79,0.14,2.11,8.62,25.4,47.05,5.76,91.83,10.1059,7.5072
15-03-2021,Karnataka,12.9716,77.5946,26.5,0.19,2.09,8.22,25.79,43.48,4.52,91.76,10.1275,7.0687
16-03-2021,Karnataka,12.9716,77.5946,13.56,0.23,2.13,8.01,26.34,41.85,5.22,91.77,10.1491,7.2629
17-03-2021,Karnataka,12.9716,77.5946,33.32,0.43,2.09,7.72,26.25,38.61,5.78,91.7,10.1698,6.7318
18-03-2021,Karnataka,12.9716,77.5946,37.66,0.49,1.92,9.05,25.43,46.56,6.19,91.76,10.1904,6.4022
19-03-2021,Karnataka,12.9716,77.5946,21.49,0.33,1.81,8.27,25.29,41.81,6.19,91.71,10.2103,7.2113
20-03-2021,Karnataka,12.9716,77.5946,34.76,0.36,2.22,7.03,25.85,36.75,6.35,91.6,10.2293,6.7099
21-03-2021,Karnataka,12.9716,77.5946,5.83,0.35,2.54,7.17,26.3,37.38,5.81,91.6,10.248,7.1621
22-03-2021,Karnataka,12.9716,77.5946,18.24,0.29,2.52,8.02,27.02,38.25,5.76,91.71,10.2662,7.2072
23-03-2021,Karnataka,12.9716,77.5946,9.76,0.31,2.79,8.8,27.4,42.89,5.73,91.75,10.284,7.2185
24-03-2021,Karnataka,12.9716,77.5946,33.1,0.37,3,9.43,27.75,43.64,5.75,91.76,10.301,6.9242
25-03-2021,Karnataka,12.9716,77.5946,65.15,0.54,2.93,8.95,27.68,40,5.36,91.7,10.3176,6.0886
26-03-2021,Karnataka,12.9716,77.5946,38.16,0.52,2.8,8.77,28.31,39.19,6.02,91.66,10.3334,6.9454
27-03-2021,Karnataka,12.9716,77.5946,44.79,0.53,2.86,9.78,26.96,47.38,5.97,91.65,10.3488,6.534
28-03-2021,Karnataka,12.9716,77.5946,95.59,0.73,3.1,9.92,26.84,46.37,5.09,91.62,10.3637,5.0798
29-03-2021,Karnataka,12.9716,77.5946,75.08,1,2.69,9.44,28.28,41.15,5.68,91.57,10.3781,5.4106
30-03-2021,Karnataka,12.9716,77.5946,79.63,0.86,2.56,9.48,29.12,37.04,5.94,91.47,10.3915,6.2359
31-03-2021,Karnataka,12.9716,77.5946,49.6,0.57,2.91,8.25,30.7,29.83,5.44,91.35,10.4045,6.6084
01-04-2021,Karnataka,12.9716,77.5946,20.67,0.32,2.51,7.26,29.02,30.24,6.26,91.35,10.4172,7.3726
02-04-2021,Karnataka,12.9716,77.5946,15.81,0.18,2.21,7.32,28.95,30.31,5.35,91.39,10.4287,7.6781
03-04-2021,Karnataka,12.9716,77.5946,44.09,0.31,2.41,8.61,30.67,31.43,3.82,91.41,10.4402,6.961
04-04-2021,Karnataka,12.9716,77.5946,54.24,0.41,2.64,8.85,30.1,32.16,5.13,91.58,10.4513,6.3509
05-04-2021,Karnataka,12.9716,77.5946,52.49,0.72,3.02,10.09,30.06,38.93,5.68,91.6,10.4618,6.3437
06-04-2021,Karnataka,12.9716,77.5946,32.94,0.8,2.52,10.54,28.84,44.42,6.06,91.71,10.4719,6.415
07-04-2021,Karnataka,12.9716,77.5946,8.53,0.55,2.19,9.14,29.07,38.33,5.47,91.77,10.4813,7.0306
08-04-2021,Karnataka,12.9716,77.5946,76.03,0.62,2.12,7.29,28.62,31.95,6.29,91.62,10.4904,6.0689
09-04-2021,Karnataka,12.9716,77.5946,52.36,0.62,2.21,8.68,28.41,37.74,6.11,91.56,10.4988,6.5467
10-04-2021,Karnataka,12.9716,77.5946,21.18,0.68,2.26,9.92,28.21,44.51,6.78,91.66,10.507,6.7781
11-04-2021,Karnataka,12.9716,77.5946,62.43,0.58,3.06,11.26,28.45,47.89,5.3,91.79,10.5146,6.2314
12-04-2021,Karnataka,12.9716,77.5946,93.05,0.42,3.63,12.21,28.5,50.64,5.15,91.84,10.5216,5.7744
13-04-2021,Karnataka,12.9716,77.5946,89.81,0.61,3.46,12.04,27.98,51.56,4.91,91.81,10.5283,5.7048
14-04-2021,Karnataka,12.9716,77.5946,95.15,0.65,4.16,13.41,26.99,57.58,3.22,91.77,10.5346,4.9174
15-04-2021,Karnataka,12.9716,77.5946,95.11,0.64,4.69,15.25,24.89,73.13,2.79,91.78,10.5406,5.6194
16-04-2021,Karnataka,12.9716,77.5946,64.7,0.57,4.05,13.75,26.11,63.5,4.31,91.71,10.5461,6.3461
17-04-2021,Karnataka,12.9716,77.5946,77.82,0.76,3.43,13.72,26.98,59.81,4.05,91.74,10.5514,6.155
18-04-2021,Karnataka,12.9716,77.5946,69.31,0.87,3.52,13.26,27.32,56.76,4.62,91.83,10.5554,6.3823
19-04-2021,Karnataka,12.9716,77.5946,66.49,0.82,4,14.31,27.3,60.5,3.07,91.69,10.559,6.2316
20-04-2021,Karnataka,12.9716,77.5946,82.97,0.83,4.03,14.33,26.79,61.44,2.54,91.63,10.5624,5.291
