Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,Month,Season,Zenith_Angle,DayLength_hours
2023-07-23,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.42,0.42,7.15,20.58,26.73,92.05,8.45,98.85,10.8528,3.2966,7,Monsoon,0.39444511936655147,13.040753409186378
2023-07-24,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.29,0.79,7.03,20.46,26.72,91.64,9.07,98.9,10.8466,3.8256,7,Monsoon,0.6072096050706577,13.028688003397809
2023-07-25,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.73,0.96,7.0,20.24,26.5,92.01,8.46,99.1,10.8386,2.3995,7,Monsoon,0.8258475076329468,13.016325805403529
2023-07-26,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.6,0.87,6.98,20.27,26.5,92.28,8.36,99.22,10.8314,4.0222,7,Monsoon,1.0502940399243172,13.003672848021727
2023-07-27,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,98.96,0.97,6.94,20.18,26.29,92.99,8.94,99.24,10.824,2.9657,7,Monsoon,1.2804826935932567,12.99073520961574
2023-07-28,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.84,0.89,6.97,20.09,26.29,92.61,8.97,99.25,10.8156,3.0026,7,Monsoon,1.5163452587738533,12.977519006014074
2023-07-29,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,92.11,1.0,6.91,19.71,26.12,91.8,8.91,99.26,10.8079,4.2324,7,Monsoon,1.7578118442976631,12.964030382643909
2023-07-30,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,85.16,1.03,6.52,19.67,26.14,91.46,9.07,99.18,10.7983,4.8108,7,Monsoon,2.0048108984041377,12.95027550689509
2023-07-31,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,88.23,1.33,6.44,19.95,26.41,91.26,9.11,99.07,10.788,4.2118,7,Monsoon,2.257269229942878,12.936260560730359
2023-08-01,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,94.65,1.97,6.42,19.9,26.41,91.02,9.34,99.08,10.7777,2.7593,8,Monsoon,2.5151120300617755,12.921991733556002
2023-08-02,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.9,1.64,6.07,19.47,26.15,90.54,9.51,99.15,10.7688,3.1169,8,Monsoon,2.7782628943743966,12.907475215365643
2023-08-03,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.48,1.63,6.16,19.21,25.76,91.33,9.02,99.13,10.7602,3.3586,8,Monsoon,3.046643845600414,12.892717190168517
2023-08-04,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.45,1.24,5.99,19.43,26.34,89.44,9.45,99.22,10.7508,2.8954,8,Monsoon,3.320175356671843,12.877723829712025
2023-08-05,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.57,1.23,5.98,19.03,26.03,89.47,9.03,99.42,10.7412,3.8184,8,Monsoon,3.598776374298687,12.862501287507087
2023-08-06,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.05,1.15,5.54,18.99,26.03,89.2,9.3,99.32,10.7306,3.8604,8,Monsoon,3.8823643429866657,12.847055693163298
2023-08-07,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.81,0.92,5.4,18.74,25.98,88.2,9.7,99.17,10.7196,3.6636,8,Monsoon,4.170855229500383,12.831393147039678
2023-08-08,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.81,0.89,5.76,18.86,25.98,88.84,9.19,99.23,10.7074,3.8436,8,Monsoon,4.464163547763967,12.815519715215444
2023-08-09,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,97.11,1.06,5.37,19.14,26.32,88.57,8.25,99.46,10.6946,4.6853,8,Monsoon,4.76220238419263,12.799441424784007
2023-08-10,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,86.93,1.22,5.56,18.76,25.83,89.36,7.43,99.53,10.6819,3.9953,8,Monsoon,5.064883423446933,12.783164259472214
2023-08-11,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,82.49,0.83,5.16,18.85,26.28,87.6,7.14,99.48,10.6694,3.9089,8,Monsoon,5.372116974602584,12.766694155585714
2023-08-12,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,87.03,0.83,5.32,18.54,26.07,87.22,7.79,99.45,10.6565,4.7772,8,Monsoon,5.683811997727673,12.75003699828028
2023-08-13,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,96.62,0.91,5.52,18.43,25.95,87.15,8.69,99.3,10.643,4.6877,8,Monsoon,5.999876130859947,12.73319861815783
2023-08-14,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.57,1.15,5.77,18.28,25.77,87.43,8.25,99.35,10.6284,4.1126,8,Monsoon,6.3202157173755715,12.716184788185071
2023-08-15,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,90.06,1.28,5.5,18.28,25.99,86.57,7.09,99.41,10.6128,5.0234,8,Monsoon,6.6447358337415,12.699001220931668
2023-08-16,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,79.28,1.11,5.2,18.41,26.06,86.91,6.16,99.49,10.595,5.107,8,Monsoon,6.973340317643569,12.681653566124107
2023-08-17,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,82.35,1.41,5.16,18.39,26.06,86.73,6.5,99.5,10.579,3.8155,8,Monsoon,7.30593179648133,12.664147408510654
2023-08-18,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,91.11,1.51,5.31,18.52,26.23,86.38,7.1,99.37,10.5638,4.446,8,Monsoon,7.6424117162217335,12.646488266032074
2023-08-19,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,94.6,1.36,5.47,18.77,26.4,86.53,7.05,99.25,10.5485,3.983,8,Monsoon,7.982680370602649,12.628681588292208
2023-08-20,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,92.79,1.13,6.23,18.68,26.15,87.24,6.98,99.21,10.5322,3.9295,8,Monsoon,8.326636930678228,12.610732755321864
2023-08-21,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,78.95,0.73,6.31,18.36,26.0,86.59,6.89,99.25,10.5142,4.6546,8,Monsoon,8.674179474696528,12.592647076629074
2023-08-22,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,98.23,0.69,6.3,18.84,26.32,87.28,6.97,99.27,10.4957,4.049,8,Monsoon,9.025205018301206,12.574429790528196
2023-08-23,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.15,0.62,6.41,19.19,26.65,87.15,7.25,99.27,10.4762,4.7582,8,Monsoon,9.379609545047872,12.556086063740048
2023-08-24,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,87.83,0.61,6.12,19.29,26.64,87.46,7.98,99.16,10.457,5.4749,8,Monsoon,9.737288037226646,12.537620991254855
2023-08-25,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,80.8,0.75,6.15,19.57,26.61,88.82,7.08,99.15,10.4378,5.1571,8,Monsoon,10.098134506980887,12.519039596449527
2023-08-26,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,63.06,0.71,5.97,19.43,26.83,87.35,8.04,99.3,10.4179,5.3486,8,Monsoon,10.462042027713942,12.500346831450557
2023-08-27,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,48.75,0.69,4.74,19.01,26.58,86.91,6.87,99.41,10.3975,5.6093,8,Monsoon,10.828902765773684,12.481547577733576
2023-08-28,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,50.29,0.77,4.1,18.81,26.3,87.41,6.34,99.37,10.3774,5.922,8,Monsoon,11.19860801240585,12.462646646950517
2023-08-29,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,28.62,0.67,4.32,18.33,26.41,84.95,5.28,99.4,10.357,6.1219,8,Monsoon,11.571048215967009,12.443648781975154
2023-08-30,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,30.98,0.56,3.81,18.11,26.27,84.93,3.68,99.51,10.3366,6.3096,8,Monsoon,11.946113014386924,12.424558658157755
2023-08-31,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,27.18,0.43,4.0,18.16,26.36,84.88,2.64,99.5,10.3157,6.3089,8,Monsoon,12.323691267871304,12.405380884779488
2023-09-01,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,25.24,0.47,4.67,18.5,26.9,83.76,2.82,99.48,10.2941,5.9515,9,Monsoon,12.703671091834757,12.386120006697249
2023-09-02,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,77.26,0.77,5.35,18.55,26.53,85.34,3.46,99.43,10.2718,3.6322,9,Monsoon,13.085939890054844,12.36678050616954
2023-09-03,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,98.15,0.87,5.42,18.55,26.38,85.89,4.47,99.33,10.248,2.0626,9,Monsoon,13.470384388036617,12.347366804854081
2023-09-04,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,56.16,0.64,4.46,17.83,26.4,82.74,4.96,99.23,10.2228,5.9438,9,Monsoon,13.856890666578373,12.327883265967886
2023-09-05,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,35.84,0.53,4.24,18.01,26.21,84.39,4.57,99.21,10.1983,6.1759,9,Monsoon,14.245344195528208,12.30833419660057
2023-09-06,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,74.61,0.59,5.36,19.12,27.27,84.03,6.25,99.14,10.1729,5.5049,9,Monsoon,14.635629867722027,12.288723850171795
2023-09-07,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,95.29,0.98,6.86,20.02,26.89,89.16,7.82,99.02,10.1474,2.9705,9,Monsoon,15.027632033092097,12.269056429023752
2023-09-08,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.79,1.29,6.87,20.5,26.61,92.61,7.42,99.1,10.1222,1.2523,9,Monsoon,15.421234532936765,12.24933608713982
2023-09-09,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.64,0.91,6.72,19.75,26.28,91.15,6.43,99.18,10.0942,1.9502,9,Monsoon,15.816320734340607,12.22956693298051
2023-09-10,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,80.52,0.54,5.95,19.91,26.65,90.04,6.7,99.15,10.0666,5.2925,9,Monsoon,16.212773564735524,12.209753032427964
2023-09-11,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,47.32,0.47,5.01,19.61,26.91,87.57,6.65,99.24,10.0382,5.891,9,Monsoon,16.61047554659177,12.189898411830463
2023-09-12,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,44.73,0.47,4.73,19.02,26.79,85.74,6.66,99.32,10.0109,5.7598,9,Monsoon,17.009308832228953,12.170007061138383
2023-09-13,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,51.9,0.43,4.92,18.92,26.63,86.16,6.53,99.26,9.9838,5.843,9,Monsoon,17.409155238736982,12.150082937123255
2023-09-14,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,59.23,0.51,6.12,18.92,26.21,88.13,5.19,99.29,9.9554,5.6174,9,Monsoon,17.809896282996256,12.13012996667161
2023-09-15,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,98.09,0.81,6.33,19.37,26.32,89.5,5.2,99.25,9.9269,3.7582,9,Monsoon,18.211413216786653,12.110152050145487
2023-09-16,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.78,0.84,6.36,18.98,25.62,91.09,6.83,99.21,9.8971,2.1408,9,Monsoon,18.6135870619753,12.090153064801473
2023-09-17,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,99.35,0.84,6.25,19.49,26.43,89.17,7.34,99.06,9.8669,2.0201,9,Monsoon,19.01629864577215,12.070136868260324
2023-09-18,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,95.83,0.76,6.27,20.15,27.16,88.47,8.44,99.02,9.835,4.1578,9,Monsoon,19.41942863604374,12.0501073020192
2023-09-19,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,78.43,0.6,6.12,20.28,27.24,88.72,8.23,99.2,9.8023,4.6975,9,Monsoon,19.8228575766737,12.03006819499872
2023-09-20,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,86.69,0.56,6.38,20.32,27.11,89.69,5.71,99.27,9.7706,4.685,9,Monsoon,20.226465922960255,12.010023367117006
2023-09-21,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,84.2,0.63,6.61,19.76,26.81,88.92,3.55,99.34,9.7373,4.9922,9,Monsoon,20.630134077039727,11.989976632882996
2023-09-22,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,96.65,0.78,6.51,19.96,26.86,89.57,3.71,99.38,9.7037,3.8518,9,Monsoon,21.03374242332624,11.969931805001284
2023-09-23,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,93.43,0.87,6.54,20.09,26.72,90.81,4.23,99.43,9.6703,4.6349,9,Monsoon,21.4371713639562,11.949892697980804
2023-09-24,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,92.54,1.01,6.58,20.19,26.77,90.95,4.79,99.42,9.6372,3.533,9,Monsoon,21.840301354227837,11.929863131739678
2023-09-25,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,80.81,0.9,6.3,19.82,26.5,90.63,4.12,99.36,9.6055,3.8755,9,Monsoon,22.243012938024684,11.909846935198528
2023-09-26,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,55.88,0.79,6.23,19.95,27.04,88.63,2.43,99.36,9.5729,5.3707,9,Monsoon,22.645186783213287,11.889847949854518
2023-09-27,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,95.69,0.85,5.93,19.91,26.76,89.7,3.56,99.34,9.539,4.1441,9,Monsoon,23.046703717003687,11.869870033328393
2023-09-28,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,85.07,0.88,5.93,19.91,27.68,85.01,2.32,99.27,9.5064,4.7042,9,Monsoon,23.447444761263043,11.849917062876745
2023-09-29,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,92.94,0.92,6.04,20.02,27.53,86.4,4.03,99.24,9.4709,4.4885,9,Monsoon,23.84729116777107,11.829992938861617
2023-09-30,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,77.2,0.88,5.99,20.04,27.63,85.83,4.09,99.24,9.4351,4.7827,9,Monsoon,24.246124453408214,11.810101588169541
2023-10-01,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,72.15,0.57,5.6,19.58,27.5,84.57,3.52,99.2,9.3989,5.3179,10,Post-Monsoon,24.643826435264415,11.790246967572038
2023-10-02,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,31.38,0.51,4.85,18.87,26.51,86.64,4.9,99.41,9.3624,5.5214,10,Post-Monsoon,25.04027926565938,11.770433067019491
2023-10-03,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,48.69,0.46,3.38,17.74,26.23,83.51,3.35,99.6,9.3254,5.4833,10,Post-Monsoon,25.435365467063217,11.75066391286018
2023-10-04,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,39.6,0.37,2.7,17.02,25.64,83.0,3.16,99.67,9.288,5.7223,10,Post-Monsoon,25.828967966907847,11.730943570976251
2023-10-05,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,16.19,0.33,3.02,17.11,25.77,82.66,2.91,99.65,9.2515,5.4142,10,Post-Monsoon,26.220970132277916,11.711276149828207
2023-10-06,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,12.52,0.34,3.12,17.84,25.68,86.45,3.19,99.58,9.2146,5.7401,10,Post-Monsoon,26.611255804471774,11.69166580339943
2023-10-07,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,25.48,0.36,3.06,18.04,26.51,83.33,2.39,99.62,9.1766,5.7118,10,Post-Monsoon,26.999709333421613,11.672116734032116
2023-10-08,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,9.08,0.39,3.03,17.06,26.91,77.27,2.33,99.7,9.1375,5.2646,10,Post-Monsoon,27.386215611963326,11.65263319514592
2023-10-09,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,13.07,0.45,2.77,16.27,26.84,74.34,2.29,99.83,9.0989,5.724,10,Post-Monsoon,27.7706601099451,11.633219493830465
2023-10-10,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,11.51,0.37,2.82,16.32,26.25,77.19,2.32,99.86,9.06,5.7454,10,Post-Monsoon,28.15292890816523,11.613879993302751
2023-10-11,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,30.79,0.43,3.04,15.95,26.41,74.75,1.94,99.82,9.0209,5.4518,10,Post-Monsoon,28.532908732128682,11.594619115220514
2023-10-12,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,23.3,0.59,3.53,16.48,27.34,73.47,3.19,99.82,8.9815,5.3035,10,Post-Monsoon,28.91048698561302,11.575441341842247
2023-10-13,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,9.25,0.59,3.82,16.7,28.21,71.1,3.91,99.86,8.9422,4.9471,10,Post-Monsoon,29.28555178403294,11.556351218024847
2023-10-14,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,26.97,0.73,3.66,15.83,28.0,68.57,3.0,99.85,8.9023,5.2414,10,Post-Monsoon,29.657991987594134,11.537353353049484
2023-10-15,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,24.1,1.05,3.66,16.44,27.17,74.15,4.16,99.74,8.8627,5.0148,10,Post-Monsoon,30.027697234226302,11.518452422266426
2023-10-16,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,26.03,1.14,3.8,16.67,27.43,74.05,3.05,99.75,8.8229,4.4796,10,Post-Monsoon,30.394557972286005,11.499653168549445
2023-10-17,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,22.85,0.82,3.93,16.05,27.41,71.51,3.35,99.85,8.783,4.7614,10,Post-Monsoon,30.758465493019095,11.480960403550473
2023-10-18,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,7.9,0.65,3.38,15.67,26.85,72.29,4.7,99.95,8.743,4.5463,10,Post-Monsoon,31.119311962773377,11.462379008745144
2023-10-19,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,9.36,0.68,2.7,15.14,27.13,69.12,4.2,99.89,8.7029,5.0182,10,Post-Monsoon,31.476990454952116,11.44391393625995
2023-10-20,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,12.85,0.92,3.25,14.55,27.23,65.84,5.29,99.86,8.6628,4.5211,10,Post-Monsoon,31.83139498169878,11.425570209471806
2023-10-21,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,13.02,0.86,3.44,15.51,27.71,68.05,4.55,99.9,8.6222,4.589,10,Post-Monsoon,32.18242052530342,11.40735292337093
2023-10-22,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,63.7,0.56,3.43,14.82,27.62,66.09,4.7,99.95,8.5822,4.6915,10,Post-Monsoon,32.529963069321724,11.38926724467814
2023-10-23,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,22.21,0.49,3.26,13.88,27.24,63.74,4.88,99.87,8.5423,5.0059,10,Post-Monsoon,32.873919629397335,11.371318411707794
2023-10-24,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,12.31,0.46,3.24,13.69,27.12,63.38,5.04,99.82,8.5027,4.9747,10,Post-Monsoon,33.214188283778256,11.353511733967927
2023-10-25,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,11.0,0.54,2.98,12.39,26.54,59.6,6.3,99.96,8.4636,4.9008,10,Post-Monsoon,33.55066820351862,11.335852591489349
2023-10-26,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,14.95,0.39,2.65,11.31,26.29,56.36,5.61,100.01,8.4245,4.9694,10,Post-Monsoon,33.88325968235638,11.318346433875897
2023-10-27,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,14.52,0.35,2.63,10.82,25.89,55.05,5.75,99.87,8.3856,5.0575,10,Post-Monsoon,34.211864166258486,11.300998779068333
2023-10-28,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,19.65,0.4,2.5,10.34,25.88,52.51,6.13,99.82,8.346,5.2378,10,Post-Monsoon,34.53638428262442,11.28381521181493
2023-10-29,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,27.07,0.43,2.51,10.71,25.8,54.17,5.47,99.79,8.3057,4.8886,10,Post-Monsoon,34.856723869140005,11.266801381842171
2023-10-30,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,32.06,0.55,2.68,11.17,26.01,55.89,4.68,99.75,8.2639,4.644,10,Post-Monsoon,35.172788002272284,11.249963001719724
2023-10-31,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,29.82,0.6,2.86,10.32,25.45,53.55,5.72,99.82,8.2241,4.7671,10,Post-Monsoon,35.4844830253974,11.233305844414287
2023-11-01,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,10.58,0.48,2.64,10.2,25.24,54.17,6.21,99.9,8.1857,4.8991,11,Post-Monsoon,35.79171657655302,11.21683574052779
2023-11-02,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,12.96,0.55,2.62,11.3,25.66,58.27,5.38,99.83,8.1482,4.8382,11,Post-Monsoon,36.094397615807324,11.200558575215995
2023-11-03,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,14.69,0.61,2.58,10.69,26.15,53.95,6.15,99.68,8.1108,4.6082,11,Post-Monsoon,36.39243645223599,11.18448028478456
2023-11-04,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,54.41,0.83,2.47,9.56,26.43,46.71,6.56,99.62,8.0726,4.2514,11,Post-Monsoon,36.68574477049963,11.168606852960322
2023-11-05,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,39.29,0.81,3.19,10.44,26.77,49.21,6.17,99.75,8.0328,4.4544,11,Post-Monsoon,36.974235657013324,11.152944306836702
2023-11-06,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,20.89,0.6,3.17,10.72,26.66,51.82,6.0,99.88,7.9944,4.6063,11,Post-Monsoon,37.2578236257013,11.137498712492913
2023-11-07,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,31.51,0.68,3.01,11.33,26.2,55.85,5.74,99.88,7.9567,4.5929,11,Post-Monsoon,37.53642464332812,11.122276170287977
2023-11-08,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,48.38,0.94,3.57,13.01,26.83,61.04,5.14,99.81,7.9198,4.2718,11,Post-Monsoon,37.80995615439957,11.107282809831483
2023-11-09,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,24.66,1.01,4.02,14.38,27.2,66.02,3.3,99.86,7.883,4.2314,11,Post-Monsoon,38.07833710562559,11.092524784634358
2023-11-10,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,23.47,0.88,4.25,14.17,27.3,63.97,3.08,99.98,7.8468,4.1616,11,Post-Monsoon,38.341487969938214,11.078008266443998
2023-11-11,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,26.72,0.63,3.59,11.37,27.24,53.12,5.79,100.07,7.811,4.3572,11,Post-Monsoon,38.59933077005708,11.063739439269641
2023-11-12,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,76.69,0.48,2.51,10.16,26.6,50.03,6.47,100.09,7.7758,4.4184,11,Post-Monsoon,38.851789101595855,11.049724493104911
2023-11-13,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,48.34,0.47,2.0,8.79,25.87,44.67,5.95,100.0,7.741,4.591,11,Post-Monsoon,39.09878815570232,11.035969617356093
2023-11-14,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,38.29,0.5,2.01,9.08,25.33,47.19,5.41,99.92,7.7066,4.5271,11,Post-Monsoon,39.34025474122613,11.022480993985925
2023-11-15,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,14.14,0.48,2.0,8.91,25.38,47.46,4.65,99.9,7.673,4.5403,11,Post-Monsoon,39.57611730640671,11.009264790384261
2023-11-16,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,11.29,0.6,2.4,9.43,25.69,49.1,5.4,99.94,7.6399,4.4131,11,Post-Monsoon,39.806305960075676,10.99632715197827
2023-11-17,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,11.15,0.64,2.33,9.19,25.29,48.91,5.62,99.94,7.6075,3.9578,11,Post-Monsoon,40.03075249236702,10.983674194596475
2023-11-18,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,11.47,0.64,2.26,10.1,25.24,53.67,5.13,99.86,7.5758,4.2026,11,Post-Monsoon,40.24939039492931,10.971311996602191
2023-11-19,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,8.94,0.78,2.7,11.02,26.49,53.33,4.29,99.84,7.5454,3.959,11,Post-Monsoon,40.46215488063342,10.959246590813622
2023-11-20,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,9.15,0.87,3.15,11.66,27.92,52.34,4.72,99.88,7.5154,4.1539,11,Post-Monsoon,40.66898290277041,10.947483956229053
2023-11-21,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,14.65,0.68,2.94,10.07,27.1,47.11,6.65,99.9,7.4861,4.0901,11,Post-Monsoon,40.869813173733576,10.936030009577212
2023-11-22,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,10.86,0.61,2.08,9.06,25.68,47.16,6.33,99.85,7.4563,4.1633,11,Post-Monsoon,41.06458618317941,10.92489059671413
2023-11-23,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,21.94,0.55,1.99,8.33,25.42,43.45,5.79,99.67,7.427,4.3478,11,Post-Monsoon,41.25324421566161,10.914071483889161
2023-11-24,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,19.2,0.67,2.92,11.51,27.31,52.03,5.53,99.64,7.399,4.1657,11,Post-Monsoon,41.43573136773362,10.903578348904151
2023-11-25,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,34.39,0.78,3.19,11.62,27.94,52.03,4.81,99.78,7.3718,4.105,11,Post-Monsoon,41.61199356451385,10.893416772190859
2023-11-26,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,89.14,1.02,4.69,14.97,25.0,75.18,5.72,99.83,7.3466,0.846,11,Post-Monsoon,41.78197857570937,10.883592227832922
2023-11-27,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,58.68,0.47,4.07,15.96,24.88,81.88,5.01,99.74,7.3222,3.4702,11,Post-Monsoon,41.945636031092775,10.874110074559617
2023-11-28,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,27.86,0.45,2.52,11.52,23.08,67.51,4.59,99.73,7.2984,4.3862,11,Post-Monsoon,42.10291743542804,10.864975546739625
2023-11-29,Dadra and Nagar Haveli and Daman and Diu,20.4283,72.8397,20.68,0.4,2.41,11.71,23.07,68.81,4.21,99.75,7.2756,4.2166,11,Post-Monsoon,42.25377618284061,10.8561937454038
