Date,State,Latitude,Longitude,WS10M,WS50M,PS,T2M,WD10M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Season,Air_Density,Wind_Power_Density
2015-05-21,Andaman and Nicobar Islands,11.6234,92.7265,9.85,11.34,100.84,29.69,235.5,30.12,29.2,25.99,80.48,22.7,0.8779,Summer,0.0011599785135353237,0.5542792754976936
2015-05-22,Andaman and Nicobar Islands,11.6234,92.7265,7.55,8.47,100.85,29.13,239.5,29.54,28.8,25.74,81.9,15.46,2.8248,Summer,0.0011622427193481244,0.2500965458013965
2015-05-23,Andaman and Nicobar Islands,11.6234,92.7265,7.97,9.04,100.79,29.4,228.6,29.62,29.02,25.83,81.06,17.67,5.4211,Summer,0.0011605146660435286,0.2937619901603832
2015-05-24,Andaman and Nicobar Islands,11.6234,92.7265,6.36,7.14,100.81,29.16,254.7,29.63,28.57,25.06,78.59,100.61,2.4418,Summer,0.001161666450142227,0.14942483950852026
2015-05-25,Andaman and Nicobar Islands,11.6234,92.7265,6.39,7.14,100.81,29.36,237.2,29.77,28.55,24.71,76.02,6.23,5.081,Summer,0.0011608984315972914,0.1514491371119919
2015-05-26,Andaman and Nicobar Islands,11.6234,92.7265,6.39,7.16,100.85,29.33,226.5,29.7,28.94,25.2,78.39,6.94,6.0098,Summer,0.0011614742436013984,0.1515242567165905
2015-05-27,Andaman and Nicobar Islands,11.6234,92.7265,6.89,7.69,100.85,28.83,232.4,29.2,28.06,24.87,79.11,10.98,4.7962,Summer,0.0011633973415608684,0.19026361196248376
2015-05-28,Andaman and Nicobar Islands,11.6234,92.7265,5.96,6.64,100.75,28.87,230.7,29.17,28.55,24.99,79.52,10.12,4.2209,Summer,0.0011620898203741974,0.12301228349494418
2015-05-29,Andaman and Nicobar Islands,11.6234,92.7265,4.28,4.72,100.83,28.55,219.8,29.08,28.06,25.51,83.52,1.25,1.2979,Summer,0.0011642461281853624,0.045640050227538594
2015-05-30,Andaman and Nicobar Islands,11.6234,92.7265,5.95,6.59,100.9,28.35,237.5,28.82,28.0,25.08,82.41,3.04,4.8943,Summer,0.001165827230620627,0.12278776563283907
2015-05-31,Andaman and Nicobar Islands,11.6234,92.7265,6.0,6.67,100.81,28.77,227.0,29.31,27.96,25.08,80.43,1.21,6.534,Summer,0.0011631670129255986,0.12562203739596464
2015-06-01,Andaman and Nicobar Islands,11.6234,92.7265,6.35,7.13,100.74,28.94,234.9,29.31,28.58,25.88,83.45,3.89,6.6062,Monsoon,0.0011617052248796766,0.14872607710341915
2015-06-02,Andaman and Nicobar Islands,11.6234,92.7265,4.1,4.45,100.82,28.57,216.0,29.05,28.29,25.33,82.53,5.32,5.868,Monsoon,0.0011640534956516315,0.04011386548690303
2015-06-03,Andaman and Nicobar Islands,11.6234,92.7265,2.3,2.44,100.81,28.34,172.6,28.55,28.1,24.87,81.44,4.38,5.6141,Monsoon,0.0011648259794437516,0.0070862188459460615
2015-06-04,Andaman and Nicobar Islands,11.6234,92.7265,3.48,3.73,100.77,28.43,197.8,28.78,28.13,25.23,82.72,2.26,3.9682,Monsoon,0.001164016313682745,0.024528263507488917
2015-06-05,Andaman and Nicobar Islands,11.6234,92.7265,1.93,2.02,100.79,28.42,282.8,28.75,27.97,24.35,78.55,0.18,6.9528,Monsoon,0.0011642859442632539,0.004185059008803677
2015-06-06,Andaman and Nicobar Islands,11.6234,92.7265,2.77,2.93,100.76,28.84,250.8,29.28,28.2,24.82,78.83,0.03,6.5942,Monsoon,0.0011623206189441,0.012351942279778217
2015-06-07,Andaman and Nicobar Islands,11.6234,92.7265,3.43,3.67,100.77,29.14,225.7,29.6,28.56,24.79,77.36,0.02,6.4032,Monsoon,0.0011612823443727623,0.023430965670428558
2015-06-08,Andaman and Nicobar Islands,11.6234,92.7265,3.34,3.59,100.8,29.48,237.9,29.83,29.13,24.82,75.98,0.11,6.3739,Monsoon,0.0011603229963221857,0.021616645693678858
2015-06-09,Andaman and Nicobar Islands,11.6234,92.7265,4.75,5.17,100.83,28.79,242.1,29.24,28.29,25.16,80.68,0.98,5.5368,Monsoon,0.00116332071561742,0.06233763115953034
2015-06-10,Andaman and Nicobar Islands,11.6234,92.7265,4.29,4.63,100.77,28.77,256.4,29.18,28.35,24.87,79.44,2.72,6.0175,Monsoon,0.0011627054845006703,0.0458998854756559
2015-06-11,Andaman and Nicobar Islands,11.6234,92.7265,3.42,3.64,100.78,28.37,238.4,29.13,27.56,24.66,80.31,2.72,5.1067,Monsoon,0.001164363478528641,0.023288252293348695
2015-06-12,Andaman and Nicobar Islands,11.6234,92.7265,4.75,5.18,100.79,28.52,245.4,28.95,27.77,25.32,82.75,2.96,6.4022,Monsoon,0.0011638999973861157,0.062368672516182555
2015-06-13,Andaman and Nicobar Islands,11.6234,92.7265,5.06,5.57,100.76,28.75,240.8,29.08,28.59,25.2,81.04,6.9,5.5822,Monsoon,0.0011626671206191744,0.07531421364039727
2015-06-14,Andaman and Nicobar Islands,11.6234,92.7265,5.44,5.99,100.71,28.78,237.5,29.27,28.35,24.9,79.52,11.05,4.7328,Monsoon,0.0011619747056846315,0.0935326798484045
2015-06-15,Andaman and Nicobar Islands,11.6234,92.7265,6.41,7.13,100.69,28.49,232.7,28.72,27.83,24.77,80.18,23.1,3.0355,Monsoon,0.0011628608624729266,0.15313407760781322
2015-06-16,Andaman and Nicobar Islands,11.6234,92.7265,8.06,9.03,100.65,28.06,226.3,28.51,27.53,24.58,81.28,28.62,3.0271,Monsoon,0.0011640583177659415,0.3047543182960388
2015-06-17,Andaman and Nicobar Islands,11.6234,92.7265,9.37,10.68,100.5,28.56,227.5,28.94,28.07,25.04,81.17,26.1,4.3248,Monsoon,0.0011603972802080654,0.47730444540272704
2015-06-18,Andaman and Nicobar Islands,11.6234,92.7265,8.81,10.17,100.51,29.21,221.2,29.56,28.91,25.65,81.09,28.15,5.3177,Monsoon,0.001158017924252841,0.39592507822169715
2015-06-19,Andaman and Nicobar Islands,11.6234,92.7265,10.19,11.77,100.66,28.79,210.7,29.04,28.5,25.34,81.6,9.72,2.3688,Monsoon,0.0011613593497376722,0.6144112753061326
2015-06-20,Andaman and Nicobar Islands,11.6234,92.7265,9.62,11.24,100.73,29.11,221.4,29.54,28.51,25.02,78.58,5.69,2.5733,Monsoon,0.0011609365950452854,0.5167776488135077
2015-06-21,Andaman and Nicobar Islands,11.6234,92.7265,8.94,10.41,100.75,28.96,219.0,29.22,28.75,26.2,84.99,7.88,5.0242,Monsoon,0.0011617436283122542,0.41504277674144435
2015-06-22,Andaman and Nicobar Islands,11.6234,92.7265,8.8,10.26,100.78,28.93,220.0,29.16,28.7,26.22,85.24,7.2,4.6452,Monsoon,0.0011622049657241654,0.3960050712009893
2015-06-23,Andaman and Nicobar Islands,11.6234,92.7265,8.97,10.43,100.78,28.74,225.2,28.91,28.56,26.35,86.84,12.59,2.8109,Monsoon,0.001162936420702759,0.419665536070564
2015-06-24,Andaman and Nicobar Islands,11.6234,92.7265,9.75,11.48,100.83,28.74,227.8,28.98,28.5,26.2,86.11,12.8,4.6644,Monsoon,0.0011635133885637943,0.5392066460641853
2015-06-25,Andaman and Nicobar Islands,11.6234,92.7265,10.68,12.53,100.78,28.66,232.0,28.82,28.42,25.91,85.11,25.27,3.5854,Monsoon,0.0011632446772670087,0.7085244414714443
2015-06-26,Andaman and Nicobar Islands,11.6234,92.7265,10.27,11.93,100.78,28.23,223.8,28.51,27.89,24.89,82.13,0.38,3.9869,Monsoon,0.0011649043600967413,0.6309160939563143
2015-06-27,Andaman and Nicobar Islands,11.6234,92.7265,10.08,11.6,100.86,28.19,210.1,28.53,27.72,24.4,79.88,5.62,1.3111,Monsoon,0.0011659838234886327,0.5970959505650937
2015-06-28,Andaman and Nicobar Islands,11.6234,92.7265,7.94,9.07,101.07,28.31,213.5,28.64,27.54,25.51,84.74,30.82,0.9518,Monsoon,0.0011679464102894246,0.29231723885753785
2015-06-29,Andaman and Nicobar Islands,11.6234,92.7265,7.12,8.04,101.18,28.06,201.0,28.23,27.86,24.81,82.45,23.44,2.9827,Monsoon,0.0011701879840194532,0.21118624074398976
2015-06-30,Andaman and Nicobar Islands,11.6234,92.7265,6.39,7.15,101.12,28.08,228.6,28.37,27.78,24.68,81.77,2.51,2.6306,Monsoon,0.001169416411623736,0.1525603805160916
2015-07-01,Andaman and Nicobar Islands,11.6234,92.7265,7.73,8.91,101.0,28.97,241.3,29.61,28.28,25.02,79.32,2.33,3.0598,Monsoon,0.0011645878183743374,0.26895568538406694
2015-07-02,Andaman and Nicobar Islands,11.6234,92.7265,7.57,8.68,100.99,28.9,241.0,29.22,28.42,25.64,82.47,2.3,3.7824,Monsoon,0.0011647423788172199,0.2526315113835968
2015-07-03,Andaman and Nicobar Islands,11.6234,92.7265,9.15,10.64,100.93,29.08,238.0,29.39,28.78,25.62,81.55,3.81,6.2791,Monsoon,0.0011633571072648637,0.4456011817643952
2015-07-04,Andaman and Nicobar Islands,11.6234,92.7265,9.49,11.11,100.76,29.07,240.9,29.36,28.72,26.26,84.74,5.14,6.3619,Monsoon,0.0011614360522630162,0.4963224780644072
2015-07-05,Andaman and Nicobar Islands,11.6234,92.7265,10.02,11.67,100.61,28.68,238.5,28.79,28.54,26.35,87.14,1.6,4.7167,Monsoon,0.001161205517119653,0.5840933469891102
2015-07-06,Andaman and Nicobar Islands,11.6234,92.7265,9.76,11.4,100.51,28.63,238.3,28.85,28.43,26.39,87.59,1.76,5.1394,Monsoon,0.0011602435535061602,0.5393474396536458
2015-07-07,Andaman and Nicobar Islands,11.6234,92.7265,10.1,11.81,100.44,28.48,231.0,28.71,28.21,26.43,88.55,1.07,5.491,Monsoon,0.0011600120890445044,0.5975808076773209
2015-07-08,Andaman and Nicobar Islands,11.6234,92.7265,9.4,10.95,100.66,28.95,234.7,29.24,28.48,25.95,83.82,0.54,5.7367,Monsoon,0.001160744263686835,0.4820478067550331
2015-07-09,Andaman and Nicobar Islands,11.6234,92.7265,9.16,10.63,100.72,28.94,236.9,29.41,28.55,25.08,79.66,0.28,6.3017,Monsoon,0.0011614745905288964,0.44634033860611266
2015-07-10,Andaman and Nicobar Islands,11.6234,92.7265,9.06,10.5,100.62,28.69,233.2,28.98,28.43,25.64,83.49,4.72,4.8934,Monsoon,0.00116128245891114,0.43180976914458147
2015-07-11,Andaman and Nicobar Islands,11.6234,92.7265,7.68,8.84,100.7,28.55,237.8,28.82,28.21,25.96,85.81,10.7,4.109,Monsoon,0.0011627450670263413,0.2633529394228779
2015-07-12,Andaman and Nicobar Islands,11.6234,92.7265,7.12,8.13,100.58,28.53,243.3,28.87,28.04,25.89,85.51,5.93,6.2282,Monsoon,0.001161436464915421,0.2096068360281496
2015-07-13,Andaman and Nicobar Islands,11.6234,92.7265,7.42,8.47,100.46,28.54,246.8,28.81,28.28,25.71,84.58,11.09,5.1619,Monsoon,0.0011600123263930558,0.2369432408197268
2015-07-14,Andaman and Nicobar Islands,11.6234,92.7265,8.99,10.23,100.45,28.19,236.1,28.48,28.01,24.83,81.9,3.06,2.0652,Monsoon,0.0011612440518484351,0.42186411247460676
2015-07-15,Andaman and Nicobar Islands,11.6234,92.7265,9.89,11.38,100.44,28.34,229.6,28.6,27.9,25.12,82.62,11.37,1.9142,Monsoon,0.0011605507526567841,0.5613361565246365
2015-07-16,Andaman and Nicobar Islands,11.6234,92.7265,11.31,13.23,100.44,28.61,227.3,28.81,28.43,25.36,82.52,24.26,3.5479,Monsoon,0.001159512348947819,0.8387512828106254
2015-07-17,Andaman and Nicobar Islands,11.6234,92.7265,10.7,12.45,100.55,28.6,223.2,29.07,28.28,25.08,81.2,16.48,5.279,Monsoon,0.0011608206934188676,0.7110276323639647
2015-07-18,Andaman and Nicobar Islands,11.6234,92.7265,9.17,10.63,100.59,28.45,225.8,28.64,28.18,25.36,83.26,24.59,5.6726,Monsoon,0.0011618600427758545,0.44795235858021826
2015-07-19,Andaman and Nicobar Islands,11.6234,92.7265,8.38,9.63,100.57,28.26,230.3,28.56,27.98,25.29,83.82,18.93,5.5548,Monsoon,0.0011623612905018762,0.34201346043453673
2015-07-20,Andaman and Nicobar Islands,11.6234,92.7265,8.95,10.21,100.62,27.99,224.2,28.57,27.67,24.68,82.19,42.76,2.9441,Monsoon,0.001163981860256819,0.4172394099014677
2015-07-21,Andaman and Nicobar Islands,11.6234,92.7265,8.8,10.11,100.76,28.35,217.0,28.75,27.85,24.64,80.25,19.85,3.2813,Monsoon,0.001164209630895286,0.39668813279273624
2015-07-22,Andaman and Nicobar Islands,11.6234,92.7265,9.23,10.55,100.97,28.03,199.8,28.48,27.53,24.72,82.16,12.26,3.8568,Monsoon,0.0011678755667398702,0.45916806989622594
2015-07-23,Andaman and Nicobar Islands,11.6234,92.7265,6.02,6.72,101.07,28.06,203.1,28.37,27.55,24.83,82.56,6.54,4.7429,Monsoon,0.0011689157891366488,0.12750954705152967
2015-07-24,Andaman and Nicobar Islands,11.6234,92.7265,4.39,4.84,101.1,28.17,206.7,28.4,27.89,24.92,82.44,5.79,4.7515,Monsoon,0.001168835899848635,0.049444399548312964
2015-07-25,Andaman and Nicobar Islands,11.6234,92.7265,6.53,7.35,100.96,28.31,216.4,28.62,27.88,25.06,82.46,3.17,5.681,Monsoon,0.0011666752704345535,0.16242749275507254
2015-07-26,Andaman and Nicobar Islands,11.6234,92.7265,9.18,10.63,100.95,28.67,225.9,28.99,28.34,25.37,82.26,1.18,5.3789,Monsoon,0.0011651682819550954,0.4506991113362275
2015-07-27,Andaman and Nicobar Islands,11.6234,92.7265,8.28,9.54,100.97,28.97,226.8,29.31,28.7,25.46,81.28,2.0,5.7619,Monsoon,0.0011642419012005628,0.3304488465113722
2015-07-28,Andaman and Nicobar Islands,11.6234,92.7265,7.86,8.99,100.99,28.74,223.2,29.02,28.48,25.68,83.42,1.15,6.4106,Monsoon,0.0011653596857191073,0.282942139092619
2015-07-29,Andaman and Nicobar Islands,11.6234,92.7265,8.83,10.15,100.93,28.75,218.5,29.18,28.23,24.81,79.17,0.95,5.7398,Monsoon,0.0011646287463685319,0.4009032902899681
2015-07-30,Andaman and Nicobar Islands,11.6234,92.7265,9.46,10.88,100.91,28.59,227.9,28.96,28.41,24.41,78.05,7.88,5.724,Monsoon,0.0011650153980169438,0.49314550512770905
2015-07-31,Andaman and Nicobar Islands,11.6234,92.7265,7.75,8.85,100.89,28.78,226.7,29.13,28.41,24.68,78.41,5.11,5.7439,Monsoon,0.0011640515148100732,0.2709238959195851
2015-08-01,Andaman and Nicobar Islands,11.6234,92.7265,7.29,8.29,100.93,28.9,231.7,29.15,28.67,24.69,77.96,5.58,4.4635,Monsoon,0.0011640503841372613,0.22548848452154782
2015-08-02,Andaman and Nicobar Islands,11.6234,92.7265,7.48,8.53,100.94,28.77,230.1,29.08,28.57,25.07,80.34,4.96,6.145,Monsoon,0.0011646669803066156,0.24371180197190281
2015-08-03,Andaman and Nicobar Islands,11.6234,92.7265,8.97,10.38,100.89,28.78,232.7,29.07,28.45,25.2,80.96,11.03,4.8727,Monsoon,0.0011640515148100732,0.42006793688799854
2015-08-04,Andaman and Nicobar Islands,11.6234,92.7265,10.23,11.84,100.9,28.32,240.5,28.73,27.88,24.73,80.85,10.72,1.6574,Monsoon,0.0011659432448738482,0.6241289333656095
2015-08-05,Andaman and Nicobar Islands,11.6234,92.7265,10.55,12.21,100.79,28.15,239.9,28.49,27.82,24.85,82.21,31.99,1.5991,Monsoon,0.0011653292804894443,0.684188928324843
2015-08-06,Andaman and Nicobar Islands,11.6234,92.7265,8.59,9.85,100.66,28.14,253.7,28.44,27.82,24.87,82.37,25.6,0.8906,Monsoon,0.001163864854657615,0.36885192113102494
2015-08-07,Andaman and Nicobar Islands,11.6234,92.7265,7.7,8.89,100.61,28.57,242.0,28.93,28.15,25.49,83.33,31.4,5.6098,Monsoon,0.001161628865279812,0.2651609553763942
2015-08-08,Andaman and Nicobar Islands,11.6234,92.7265,8.03,9.27,100.63,28.45,241.3,28.63,28.27,25.59,84.44,24.56,3.6254,Monsoon,0.0011623220608861142,0.3009145038918026
2015-08-09,Andaman and Nicobar Islands,11.6234,92.7265,8.82,10.27,100.44,28.65,239.7,29.0,28.3,25.96,85.3,6.41,5.6338,Monsoon,0.0011593586693787073,0.39773478368133286
2015-08-10,Andaman and Nicobar Islands,11.6234,92.7265,6.93,7.99,100.51,28.53,230.2,28.62,28.38,25.8,85.08,5.86,5.5747,Monsoon,0.0011606281476302341,0.19313581076949585
2015-08-11,Andaman and Nicobar Islands,11.6234,92.7265,7.95,9.17,100.68,28.43,225.2,28.77,28.13,25.31,83.1,2.5,6.0509,Monsoon,0.0011629767039950261,0.2921745646586264
2015-08-12,Andaman and Nicobar Islands,11.6234,92.7265,8.1,9.4,100.79,28.36,231.2,28.65,28.18,25.9,86.4,3.5,5.8368,Monsoon,0.001164517635274019,0.30943620830382995
2015-08-13,Andaman and Nicobar Islands,11.6234,92.7265,5.8,6.61,100.81,28.3,221.2,28.61,27.9,25.53,84.87,4.79,5.8049,Monsoon,0.001164980542519478,0.1136508418060302
2015-08-14,Andaman and Nicobar Islands,11.6234,92.7265,3.98,4.38,100.8,28.0,214.5,28.37,27.68,24.96,83.58,0.89,5.7557,Monsoon,0.0011660253972338803,0.03675591431766368
2015-08-15,Andaman and Nicobar Islands,11.6234,92.7265,3.86,4.2,100.87,27.92,199.0,28.22,27.59,24.66,82.43,0.65,5.2202,Monsoon,0.001167145187283948,0.033562693114639906
2015-08-16,Andaman and Nicobar Islands,11.6234,92.7265,4.51,4.95,100.97,27.57,188.0,27.88,27.27,24.96,85.54,0.74,6.001,Monsoon,0.0011696620217834335,0.053648800813320116
2015-08-17,Andaman and Nicobar Islands,11.6234,92.7265,5.18,5.8,100.96,28.07,179.0,28.5,27.54,24.88,82.79,0.36,6.2618,Monsoon,0.0011676048304402114,0.08114376721746717
2015-08-18,Andaman and Nicobar Islands,11.6234,92.7265,4.71,5.25,101.0,28.38,204.2,28.78,27.96,24.95,81.57,0.11,6.1615,Monsoon,0.0011668665528712064,0.06096125751602056
2015-08-19,Andaman and Nicobar Islands,11.6234,92.7265,3.76,4.08,101.03,27.94,251.4,28.22,27.67,25.18,84.86,7.71,6.9425,Monsoon,0.0011689188620804267,0.03106832973255069
2015-08-20,Andaman and Nicobar Islands,11.6234,92.7265,5.38,5.96,101.05,27.84,258.9,28.21,27.51,25.02,84.56,15.46,4.2722,Monsoon,0.0011695386973481607,0.09106079289439982
2015-08-21,Andaman and Nicobar Islands,11.6234,92.7265,8.32,9.41,100.97,27.63,238.0,28.21,27.2,24.32,82.11,7.34,2.4264,Monsoon,0.001169428696026046,0.3367547496260204
2015-08-22,Andaman and Nicobar Islands,11.6234,92.7265,9.77,11.23,100.82,28.0,241.2,28.6,27.35,24.53,81.34,9.32,3.7375,Monsoon,0.0011662567514793632,0.5438108476229947
2015-08-23,Andaman and Nicobar Islands,11.6234,92.7265,9.96,11.66,100.81,28.71,242.6,28.91,28.51,24.84,79.65,6.8,4.5883,Monsoon,0.0011633982128884143,0.5747466014952434
2015-08-24,Andaman and Nicobar Islands,11.6234,92.7265,9.05,10.55,100.8,28.79,243.1,29.05,28.6,25.62,82.94,21.84,4.9658,Monsoon,0.0011629745922268763,0.4310086325928745
2015-08-25,Andaman and Nicobar Islands,11.6234,92.7265,9.39,10.85,100.75,28.33,235.0,28.54,28.12,25.73,85.69,26.07,1.2689,Monsoon,0.0011641713133521798,0.4819296813054027
2015-08-26,Andaman and Nicobar Islands,11.6234,92.7265,9.08,10.46,100.78,28.15,223.5,28.4,27.95,25.53,85.57,25.41,0.997,Monsoon,0.0011652136609557116,0.43614722895785024
2015-08-27,Andaman and Nicobar Islands,11.6234,92.7265,8.36,9.6,100.85,28.15,208.1,28.4,27.94,25.24,84.11,36.77,3.2712,Monsoon,0.0011660229976918387,0.3406402421598411
2015-08-28,Andaman and Nicobar Islands,11.6234,92.7265,6.47,7.27,100.91,28.05,207.1,28.22,27.76,25.16,84.22,8.92,2.0717,Monsoon,0.0011671040710412768,0.1580492467221065
2015-08-29,Andaman and Nicobar Islands,11.6234,92.7265,7.26,8.27,100.85,28.27,225.5,28.76,27.65,25.3,83.86,4.16,4.261,Monsoon,0.0011655587857625606,0.2230047167109452
2015-08-30,Andaman and Nicobar Islands,11.6234,92.7265,6.88,7.84,100.91,28.51,229.4,28.82,28.25,25.29,82.64,0.64,6.2856,Monsoon,0.0011653243592045102,0.1897501569582551
2015-08-31,Andaman and Nicobar Islands,11.6234,92.7265,6.91,7.79,100.98,28.12,224.2,28.43,27.76,25.08,83.52,2.31,4.434,Monsoon,0.0011676423120663448,0.19262558499807775
2015-09-01,Andaman and Nicobar Islands,11.6234,92.7265,5.51,6.16,100.9,28.3,231.9,28.53,28.05,24.66,80.62,3.42,5.7454,Monsoon,0.0011660206005377973,0.09752838310473777
2015-09-02,Andaman and Nicobar Islands,11.6234,92.7265,5.51,6.14,100.86,28.22,225.8,28.55,27.92,25.4,84.57,3.37,6.2702,Monsoon,0.0011658677551516891,0.09751559879941309
2015-09-03,Andaman and Nicobar Islands,11.6234,92.7265,3.4,3.68,101.03,27.48,225.8,27.79,27.26,24.85,85.48,10.01,4.0723,Monsoon,0.0011707074483045458,0.02300674277408093
2015-09-04,Andaman and Nicobar Islands,11.6234,92.7265,3.72,4.03,101.18,27.71,238.2,28.15,27.35,24.76,83.89,11.05,4.6169,Monsoon,0.0011715493008924401,0.030155004192574098
2015-09-05,Andaman and Nicobar Islands,11.6234,92.7265,5.53,6.09,101.24,27.24,271.8,27.48,26.96,24.39,84.33,18.93,3.066,Monsoon,0.0011740781639188423,0.09927557454205553
2015-09-06,Andaman and Nicobar Islands,11.6234,92.7265,4.46,4.85,101.16,27.58,255.5,28.0,27.06,24.21,81.76,2.05,5.8836,Monsoon,0.001171824062565997,0.05198008581615127
2015-09-07,Andaman and Nicobar Islands,11.6234,92.7265,4.98,5.47,101.1,27.86,255.3,28.16,27.44,24.45,81.61,2.27,6.6562,Monsoon,0.0011700396443386954,0.07225345347668889
2015-09-08,Andaman and Nicobar Islands,11.6234,92.7265,6.21,6.96,100.97,28.23,260.4,28.65,27.58,25.05,82.8,7.8,6.1795,Monsoon,0.0011671005481143876,0.13975040587860565
2015-09-09,Andaman and Nicobar Islands,11.6234,92.7265,7.05,7.94,100.94,27.98,242.4,28.46,27.5,25.15,84.54,28.13,1.1549,Monsoon,0.0011677224278357297,0.2045865019925064
2015-09-10,Andaman and Nicobar Islands,11.6234,92.7265,9.9,11.28,100.92,27.3,230.3,27.54,26.97,24.97,86.99,44.42,2.393,Monsoon,0.0011701334077655057,0.5676896377107312
2015-09-11,Andaman and Nicobar Islands,11.6234,92.7265,9.86,11.3,100.91,27.59,225.3,27.87,27.01,24.73,84.32,12.44,3.8736,Monsoon,0.0011688892272316042,0.5602399895607246
2015-09-12,Andaman and Nicobar Islands,11.6234,92.7265,7.33,8.31,100.92,27.74,230.0,28.02,27.48,25.25,86.21,8.93,2.2822,Monsoon,0.0011684222884215034,0.23008153233153644
2015-09-13,Andaman and Nicobar Islands,11.6234,92.7265,7.61,8.69,100.93,28.03,218.0,28.41,27.72,25.42,85.6,12.22,3.7982,Monsoon,0.001167412904338468,0.25724590152217797
2015-09-14,Andaman and Nicobar Islands,11.6234,92.7265,8.61,9.99,100.91,28.29,226.9,28.66,27.46,25.25,83.5,9.26,6.0542,Monsoon,0.0011661748480547788,0.3721715139022385
2015-09-15,Andaman and Nicobar Islands,11.6234,92.7265,8.2,9.55,100.78,28.4,233.0,28.67,28.08,25.95,86.48,15.78,6.1085,Monsoon,0.0011642476406763585,0.3209644465722211
2015-09-16,Andaman and Nicobar Islands,11.6234,92.7265,8.04,9.31,100.63,28.22,235.5,28.6,27.95,25.86,86.94,16.9,2.7763,Monsoon,0.0011632091235466437,0.3022706295002239
2015-09-17,Andaman and Nicobar Islands,11.6234,92.7265,8.85,10.23,100.58,27.95,239.1,28.1,27.8,25.68,87.41,26.56,1.1782,Monsoon,0.0011636737055319964,0.40330261457176925
2015-09-18,Andaman and Nicobar Islands,11.6234,92.7265,8.98,10.38,100.79,28.03,218.0,28.24,27.87,25.87,87.92,78.51,0.8801,Monsoon,0.0011657935859335597,0.42210517428115374
2015-09-19,Andaman and Nicobar Islands,11.6234,92.7265,7.38,8.48,100.96,27.97,181.8,28.17,27.74,25.29,85.27,4.11,3.0408,Monsoon,0.0011679925844354426,0.23473571651502792
2015-09-20,Andaman and Nicobar Islands,11.6234,92.7265,4.71,5.24,100.95,28.02,193.1,28.43,27.47,24.88,82.98,0.69,6.7591,Monsoon,0.0011676830058096324,0.06100391192042235
2015-09-21,Andaman and Nicobar Islands,11.6234,92.7265,3.71,4.07,100.88,28.19,218.7,28.54,27.78,24.89,82.21,0.85,6.5921,Monsoon,0.0011662150318613254,0.029776275093678778
2015-09-22,Andaman and Nicobar Islands,11.6234,92.7265,2.98,3.24,100.92,28.12,216.6,28.41,27.71,24.75,81.9,1.29,6.3506,Monsoon,0.0011669485257846655,0.015440824835683433
2015-09-23,Andaman and Nicobar Islands,11.6234,92.7265,4.77,5.21,100.99,27.6,213.5,27.97,27.47,24.85,84.9,5.33,4.3332,Monsoon,0.0011697770092160974,0.06347872906148816
2015-09-24,Andaman and Nicobar Islands,11.6234,92.7265,5.9,6.54,100.94,27.79,232.0,28.11,27.33,24.81,83.72,11.44,5.8807,Monsoon,0.0011684596753312065,0.11998853982992395
