Date,State,Latitude,Longitude,WS10M,WS50M,PS,T2M,WD10M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Season,Air_Density,Wind_Power_Density
2021-09-10,Gujarat,23.2156,72.6369,3.76,5.51,99.7,27.65,237.9,30.31,25.54,25.36,87.68,17.99,1.8665,Monsoon,0.0011546428529603998,0.030688892140264337
2021-09-11,Gujarat,23.2156,72.6369,3.33,4.96,99.61,27.6,258.6,30.24,25.36,25.32,87.75,17.69,3.7879,Monsoon,0.0011537923347659715,0.021302489221942326
2021-09-12,Gujarat,23.2156,72.6369,4.61,6.74,99.4,27.83,255.7,30.59,25.18,25.46,87.39,15.55,3.1853,Monsoon,0.0011504800491895825,0.05635751980804535
2021-09-13,Gujarat,23.2156,72.6369,4.63,6.66,99.28,27.88,277.3,30.6,26.21,26.0,89.71,10.0,5.0167,Monsoon,0.001148900279769184,0.057015811843094
2021-09-14,Gujarat,23.2156,72.6369,3.57,5.3,99.36,27.91,49.2,30.51,26.15,26.15,90.37,4.51,4.6066,Monsoon,0.0011497114878862226,0.026155529926400592
2021-09-15,Gujarat,23.2156,72.6369,3.24,4.74,99.63,28.2,162.0,32.18,25.49,25.63,86.62,6.85,4.5175,Monsoon,0.0011517262884084723,0.019586386254018782
2021-09-16,Gujarat,23.2156,72.6369,3.25,4.75,99.77,28.24,229.7,32.48,24.42,25.11,84.01,15.94,5.0081,Monsoon,0.0011531916232425871,0.01979345309581222
2021-09-17,Gujarat,23.2156,72.6369,3.6,5.18,99.82,28.25,228.2,32.69,24.4,24.89,83.13,6.39,5.0962,Monsoon,0.001153731267938458,0.02691424301846835
2021-09-18,Gujarat,23.2156,72.6369,3.39,5.05,100.01,28.12,232.4,32.2,24.83,24.9,83.62,3.72,3.8683,Monsoon,0.0011564261005125288,0.02252615064054156
2021-09-19,Gujarat,23.2156,72.6369,2.62,4.02,100.2,27.73,241.7,30.52,25.26,25.39,87.48,20.23,3.3667,Monsoon,0.001160124895128183,0.010432265342454448
2021-09-20,Gujarat,23.2156,72.6369,3.54,5.4,100.12,27.93,259.3,31.35,25.12,25.37,86.54,13.53,3.505,Monsoon,0.0011584286207056563,0.025695026462725958
2021-09-21,Gujarat,23.2156,72.6369,3.94,6.04,99.95,27.35,258.2,30.36,25.4,25.24,88.62,9.45,4.2374,Monsoon,0.0011586937580975972,0.0354345838937116
2021-09-22,Gujarat,23.2156,72.6369,3.25,4.96,99.79,27.33,261.5,30.61,25.01,24.88,87.08,6.25,3.9617,Monsoon,0.0011569159200616034,0.019857377159182364
2021-09-23,Gujarat,23.2156,72.6369,2.81,4.22,99.87,27.81,257.8,31.55,24.92,25.25,86.57,4.46,4.38,Monsoon,0.0011559967603143916,0.012824651756861448
2021-09-24,Gujarat,23.2156,72.6369,2.1,3.42,100.0,28.12,209.5,31.98,24.78,24.98,84.04,0.88,4.4542,Monsoon,0.001156310469465582,0.005354295628860378
2021-09-25,Gujarat,23.2156,72.6369,2.54,4.01,100.05,27.8,239.4,31.19,24.77,24.91,85.05,5.85,4.3812,Monsoon,0.001158118743856002,0.009489082987583957
2021-09-26,Gujarat,23.2156,72.6369,2.57,3.85,99.94,27.12,267.8,29.95,24.87,24.78,87.42,7.98,3.5076,Monsoon,0.0011594652750618257,0.009840725570903767
2021-09-27,Gujarat,23.2156,72.6369,2.57,4.02,99.76,27.69,312.6,30.87,24.41,25.07,86.09,12.17,2.9155,Monsoon,0.0011551841083751156,0.009804390039867737
2021-09-28,Gujarat,23.2156,72.6369,2.41,4.04,99.71,28.31,33.9,31.66,25.49,25.45,85.18,11.44,5.442,Monsoon,0.001152230499356471,0.008064185305791347
2021-09-29,Gujarat,23.2156,72.6369,5.06,7.21,99.58,27.4,88.4,29.84,25.51,25.63,90.25,8.25,3.1754,Monsoon,0.0011542123978849615,0.0747665411527331
2021-09-30,Gujarat,23.2156,72.6369,4.93,7.07,100.1,26.97,148.9,30.58,24.84,24.72,88.06,11.04,4.2463,Monsoon,0.0011619019618520317,0.069611380596802
2021-10-01,Gujarat,23.2156,72.6369,1.83,2.92,100.33,27.74,184.3,32.08,23.86,24.34,82.94,0.35,5.7715,Post-Monsoon,0.0011615914407186823,0.003559399021877858
2021-10-02,Gujarat,23.2156,72.6369,1.73,2.83,100.3,27.87,281.7,31.97,23.86,24.2,81.54,2.18,5.5896,Post-Monsoon,0.0011607426088010883,0.003004998369106872
2021-10-03,Gujarat,23.2156,72.6369,2.39,3.94,100.23,27.74,285.1,32.49,23.56,24.15,81.87,1.0,5.7408,Post-Monsoon,0.001160433669921594,0.00792107323332117
2021-10-04,Gujarat,23.2156,72.6369,2.61,4.11,100.13,27.81,263.5,32.27,23.53,24.35,82.61,0.1,5.7802,Post-Monsoon,0.0011590062642463203,0.010303322877337427
2021-10-05,Gujarat,23.2156,72.6369,1.8,2.73,100.22,28.56,301.9,32.94,23.81,23.9,77.42,0.0,5.8234,Post-Monsoon,0.0011571643325617145,0.00337429119374996
2021-10-06,Gujarat,23.2156,72.6369,2.14,3.23,100.17,29.05,349.3,33.25,23.85,24.0,75.23,0.69,5.5855,Post-Monsoon,0.0011547116808392685,0.00565828584652152
2021-10-07,Gujarat,23.2156,72.6369,1.44,2.0,100.08,29.7,99.3,33.14,25.74,25.16,77.17,0.06,5.2658,Post-Monsoon,0.0011511980995872698,0.001718729553098997
2021-10-08,Gujarat,23.2156,72.6369,1.21,1.72,100.05,29.7,235.1,33.31,26.22,25.31,78.05,1.23,5.6122,Post-Monsoon,0.0011508530162240842,0.0010194031601374774
2021-10-09,Gujarat,23.2156,72.6369,2.15,3.65,100.16,28.59,250.8,32.63,25.08,25.12,82.56,3.07,5.0066,Post-Monsoon,0.0011563565777958289,0.005746152651925809
2021-10-10,Gujarat,23.2156,72.6369,2.04,3.39,100.23,28.32,229.5,32.33,24.85,24.75,82.1,0.77,4.4863,Post-Monsoon,0.0011582011043974807,0.004916369110381767
2021-10-11,Gujarat,23.2156,72.6369,2.12,3.38,100.11,28.36,277.4,32.4,24.95,24.44,80.46,0.48,4.8648,Post-Monsoon,0.0011566609829078485,0.005510406948875897
2021-10-12,Gujarat,23.2156,72.6369,2.14,3.39,100.1,28.59,331.7,33.79,23.66,22.99,73.81,2.1,5.3928,Post-Monsoon,0.0011556638721781395,0.005662951747858899
2021-10-13,Gujarat,23.2156,72.6369,2.18,3.55,100.12,28.49,357.8,34.78,21.35,18.91,58.77,0.04,5.7293,Post-Monsoon,0.0011562779774633967,0.005989654051505782
2021-10-14,Gujarat,23.2156,72.6369,2.14,3.18,100.13,28.1,43.8,34.53,21.36,18.2,57.08,0.0,5.9182,Post-Monsoon,0.0011578905403736848,0.005673862805004
2021-10-15,Gujarat,23.2156,72.6369,1.7,2.35,99.96,27.12,111.5,33.6,20.82,17.94,59.15,0.0,6.0252,Post-Monsoon,0.0011596973073362026,0.0028487964354713814
2021-10-16,Gujarat,23.2156,72.6369,1.6,2.27,99.9,26.24,93.0,33.13,19.39,17.11,59.43,0.0,5.9614,Post-Monsoon,0.0011624078742802366,0.002380611326525925
2021-10-17,Gujarat,23.2156,72.6369,1.7,2.82,99.95,25.79,36.6,30.83,21.55,19.58,69.62,0.09,4.7376,Post-Monsoon,0.0011647403301944467,0.0028611846211226578
2021-10-18,Gujarat,23.2156,72.6369,3.14,5.44,100.03,24.36,287.9,32.78,18.88,16.16,64.85,0.01,5.6935,Post-Monsoon,0.0011712754651354129,0.018130842894397113
2021-10-19,Gujarat,23.2156,72.6369,3.09,5.11,100.44,23.57,279.5,31.73,16.7,17.28,71.07,0.0,5.6719,Post-Monsoon,0.0011792074899517858,0.017395450148779357
2021-10-20,Gujarat,23.2156,72.6369,2.05,3.6,100.74,24.94,250.5,32.7,18.18,18.26,70.03,0.0,5.6926,Post-Monsoon,0.0011772938756211262,0.005071266950105226
2021-10-21,Gujarat,23.2156,72.6369,2.34,3.83,100.78,24.91,226.3,32.24,18.67,18.38,69.75,0.0,5.7098,Post-Monsoon,0.001177879876689109,0.0075460308917746945
2021-10-22,Gujarat,23.2156,72.6369,2.77,4.56,100.75,24.01,260.8,30.76,18.37,18.49,73.99,0.0,5.7902,Post-Monsoon,0.0011810955968145616,0.012551463340645852
2021-10-23,Gujarat,23.2156,72.6369,3.04,5.11,100.73,24.02,227.8,30.51,18.31,18.76,75.04,0.0,5.5246,Post-Monsoon,0.0011808213992609887,0.01658727214598374
2021-10-24,Gujarat,23.2156,72.6369,2.9,4.75,100.74,25.19,213.4,31.06,20.13,20.46,77.29,0.0,4.7335,Post-Monsoon,0.0011763073385529985,0.01434447983998454
2021-10-25,Gujarat,23.2156,72.6369,1.28,2.13,100.77,25.74,162.9,30.78,21.42,20.32,74.42,0.0,4.7928,Post-Monsoon,0.001174492421561251,0.0012315445654310106
2021-10-26,Gujarat,23.2156,72.6369,1.18,1.73,100.66,26.64,163.6,32.02,22.05,18.51,63.01,0.0,5.0014,Post-Monsoon,0.0011696882553113607,0.0009609176167503677
2021-10-27,Gujarat,23.2156,72.6369,2.45,3.89,100.78,26.09,94.3,32.64,20.71,17.98,63.72,0.0,5.1828,Post-Monsoon,0.0011732351157798288,0.00862687113352382
2021-10-28,Gujarat,23.2156,72.6369,3.31,5.17,100.85,24.71,79.7,32.23,19.16,16.77,64.87,0.0,5.4744,Post-Monsoon,0.0011794894554641479,0.021386910320082792
2021-10-29,Gujarat,23.2156,72.6369,3.35,5.23,101.01,23.43,94.1,32.04,16.33,13.58,57.64,0.0,5.5522,Post-Monsoon,0.001186459329195389,0.02230269170167455
2021-10-30,Gujarat,23.2156,72.6369,3.27,5.27,101.04,22.98,85.4,32.58,15.99,12.7,56.96,0.0,5.4994,Post-Monsoon,0.0011886151904545613,0.020780430409968933
2021-10-31,Gujarat,23.2156,72.6369,2.93,4.74,100.9,22.45,101.2,32.2,14.83,12.43,58.1,0.0,5.3904,Post-Monsoon,0.001189096448011228,0.014955121551418784
2021-11-01,Gujarat,23.2156,72.6369,2.36,3.84,100.68,23.05,117.3,32.53,15.1,13.37,59.11,0.0,5.1665,Post-Monsoon,0.0011841003186725861,0.007782058859157026
2021-11-02,Gujarat,23.2156,72.6369,3.36,5.25,100.69,22.86,97.9,32.29,15.32,13.76,60.97,0.0,5.2056,Post-Monsoon,0.001184978043161831,0.022474919235014074
2021-11-03,Gujarat,23.2156,72.6369,3.35,5.3,100.75,22.63,90.9,31.75,15.61,12.64,57.32,0.0,5.1492,Post-Monsoon,0.001186606151698611,0.022305451625208084
2021-11-04,Gujarat,23.2156,72.6369,3.07,4.98,100.72,22.51,94.2,32.21,14.94,10.96,52.0,0.0,5.1389,Post-Monsoon,0.001186734286183029,0.017168747779854266
2021-11-05,Gujarat,23.2156,72.6369,3.46,5.63,100.65,22.53,87.4,32.13,15.18,12.25,55.98,0.0,4.5823,Post-Monsoon,0.0011858292948264315,0.024559553995683304
2021-11-06,Gujarat,23.2156,72.6369,3.21,5.32,100.58,22.32,82.4,30.71,16.12,12.74,57.72,0.0,3.9377,Post-Monsoon,0.0011858467957345385,0.019611629768524853
2021-11-07,Gujarat,23.2156,72.6369,3.44,5.69,100.58,22.91,91.7,31.92,15.89,13.54,59.09,0.0,4.6536,Post-Monsoon,0.0011834835936488687,0.024088378900541593
2021-11-08,Gujarat,23.2156,72.6369,3.69,6.07,100.72,23.32,88.9,32.48,16.86,13.57,58.32,0.0,4.7676,Post-Monsoon,0.0011834919521465051,0.029731335099952644
2021-11-09,Gujarat,23.2156,72.6369,3.11,5.14,100.82,23.54,96.2,33.26,16.19,13.29,57.36,0.0,4.902,Post-Monsoon,0.0011837885358724938,0.017804316307098198
2021-11-10,Gujarat,23.2156,72.6369,3.1,5.03,100.75,23.39,93.9,32.79,16.21,12.98,56.49,0.0,4.735,Post-Monsoon,0.0011835650082599825,0.017629792580536572
2021-11-11,Gujarat,23.2156,72.6369,2.86,4.66,100.64,22.85,87.1,32.54,15.51,11.42,53.6,0.0,4.8149,Post-Monsoon,0.001184429627462046,0.013854069630527625
2021-11-12,Gujarat,23.2156,72.6369,3.3,5.52,100.66,21.96,81.4,31.39,15.18,11.0,53.92,0.0,4.3358,Post-Monsoon,0.0011882377488387139,0.021350849990008428
2021-11-13,Gujarat,23.2156,72.6369,3.86,6.43,100.65,21.57,74.2,31.46,14.31,10.31,53.49,0.0,4.0368,Post-Monsoon,0.0011896919309659314,0.03421105241661658
2021-11-14,Gujarat,23.2156,72.6369,3.34,5.16,100.55,21.37,69.8,30.87,14.04,9.98,52.7,0.0,3.9677,Post-Monsoon,0.0011893170047505884,0.022156799779586754
2021-11-15,Gujarat,23.2156,72.6369,3.48,5.95,100.44,20.88,70.2,30.63,14.06,9.3,51.2,0.0,4.0438,Post-Monsoon,0.0011899957365523717,0.025075704400222283
2021-11-16,Gujarat,23.2156,72.6369,4.37,6.89,100.44,21.39,71.8,31.14,13.48,10.27,51.94,0.0,4.055,Post-Monsoon,0.001187935242814198,0.04956864897661913
2021-11-17,Gujarat,23.2156,72.6369,4.04,5.96,100.57,23.03,76.2,30.72,16.27,13.61,56.48,0.0,2.651,Post-Monsoon,0.0011828864763662995,0.038999331823573596
2021-11-18,Gujarat,23.2156,72.6369,3.7,5.15,100.47,24.44,44.7,30.81,20.18,17.74,67.19,4.32,1.416,Post-Monsoon,0.0011761112769751493,0.029786782256311123
2021-11-19,Gujarat,23.2156,72.6369,2.36,3.39,100.28,24.07,57.4,29.22,20.41,20.68,82.1,2.33,1.9349,Post-Monsoon,0.001175348454916481,0.0077245404903133405
2021-11-20,Gujarat,23.2156,72.6369,2.24,3.94,100.23,26.44,60.0,32.78,21.24,21.09,74.76,1.82,3.5059,Post-Monsoon,0.001165469097575715,0.006549600673275418
2021-11-21,Gujarat,23.2156,72.6369,3.27,5.02,100.46,27.18,62.8,33.1,22.49,20.99,70.26,0.0,3.4788,Post-Monsoon,0.0011652652707006327,0.02037220629637729
2021-11-22,Gujarat,23.2156,72.6369,2.52,3.9,100.59,27.24,34.1,33.98,21.77,20.06,66.99,0.0,3.7378,Post-Monsoon,0.0011665401275049027,0.00933407549639099
2021-11-23,Gujarat,23.2156,72.6369,2.51,4.22,100.55,25.86,324.3,34.23,20.18,14.63,52.78,0.0,4.6464,Post-Monsoon,0.0011714579587276122,0.009262279368653684
2021-11-24,Gujarat,23.2156,72.6369,2.0,2.97,100.64,24.01,339.1,32.97,17.3,8.82,40.25,0.0,4.3901,Post-Monsoon,0.0011798060631604713,0.004719224252641885
2021-11-25,Gujarat,23.2156,72.6369,1.69,2.32,100.72,24.67,14.3,32.9,16.03,7.87,36.88,0.0,4.8972,Post-Monsoon,0.0011781272548951525,0.002843297618536608
2021-11-26,Gujarat,23.2156,72.6369,2.0,2.95,100.74,24.39,98.4,33.2,15.54,12.12,50.12,0.0,4.9051,Post-Monsoon,0.001179470092706532,0.004717880370826128
2021-11-27,Gujarat,23.2156,72.6369,1.66,2.32,100.72,24.75,111.3,33.2,15.92,12.88,52.46,0.0,4.8199,Post-Monsoon,0.0011778108729535897,0.0026938277824540566
2021-11-28,Gujarat,23.2156,72.6369,2.97,4.83,100.84,23.39,116.7,31.8,16.01,14.21,60.09,0.0,4.615,Post-Monsoon,0.0011846222871755496,0.015517410578426009
2021-11-29,Gujarat,23.2156,72.6369,3.76,6.5,100.97,23.0,97.7,31.65,16.42,11.34,51.34,0.0,4.279,Post-Monsoon,0.001187711508325896,0.03156781361380339
2021-11-30,Gujarat,23.2156,72.6369,4.11,6.66,100.88,22.6,83.9,30.72,15.95,11.93,54.27,0.0,3.349,Post-Monsoon,0.0011882577775184843,0.041248307713439084
2021-12-01,Gujarat,23.2156,72.6369,3.29,4.77,100.94,20.3,106.0,23.1,17.95,16.61,79.8,5.0,1.4482,Winter,0.0011982833692082923,0.0213362076823851
2021-12-02,Gujarat,23.2156,72.6369,3.12,4.87,100.93,19.84,64.0,24.67,16.6,15.64,78.03,1.67,1.6447,Winter,0.0012000457985892343,0.018223492281987788
2021-12-03,Gujarat,23.2156,72.6369,3.96,6.22,100.94,20.2,65.5,28.27,13.77,12.39,64.41,0.12,3.6046,Winter,0.0011986918516931084,0.03721886416019109
2021-12-04,Gujarat,23.2156,72.6369,2.56,3.82,100.83,21.9,78.7,29.32,14.82,14.21,63.67,0.13,3.5134,Winter,0.0011904865510033006,0.009986525005638697
2021-12-05,Gujarat,23.2156,72.6369,2.15,3.5,100.81,23.4,75.8,29.72,18.07,16.12,65.83,0.0,3.3336,Winter,0.001184229925956826,0.005884660545190584
2021-12-06,Gujarat,23.2156,72.6369,2.35,3.74,100.87,23.56,47.1,30.65,17.27,14.74,60.83,0.0,3.7886,Winter,0.0011842957821966843,0.007684821312187898
2021-12-07,Gujarat,23.2156,72.6369,3.55,5.6,100.96,22.79,77.7,30.17,17.14,14.09,61.33,0.0,3.6576,Winter,0.0011884365987200125,0.026584658217779895
2021-12-08,Gujarat,23.2156,72.6369,2.95,4.75,100.99,21.79,69.0,29.44,15.74,11.97,56.47,0.0,3.5318,Winter,0.001192820355061169,0.015311265731381744
2021-12-09,Gujarat,23.2156,72.6369,2.67,4.62,101.13,21.59,55.5,29.45,15.58,11.78,55.54,0.0,3.6331,Winter,0.0011952844603343,0.01137561962468505
2021-12-10,Gujarat,23.2156,72.6369,3.32,5.22,101.21,21.15,58.8,29.4,14.89,11.06,55.49,0.0,3.8758,Winter,0.001198018454512539,0.021920364097611555
2021-12-11,Gujarat,23.2156,72.6369,2.86,4.73,101.12,20.5,68.7,29.7,13.27,8.88,51.51,0.0,4.2146,Winter,0.0011996026074354434,0.014031545367523901
2021-12-12,Gujarat,23.2156,72.6369,2.47,4.14,101.05,20.55,69.0,29.09,13.03,11.04,57.47,0.0,3.965,Winter,0.0011985681052598665,0.009030745029424202
2021-12-13,Gujarat,23.2156,72.6369,2.16,3.63,100.94,21.25,2.7,29.34,14.84,11.47,56.17,0.0,3.1342,Winter,0.0011944166259992301,0.00601848382708297
2021-12-14,Gujarat,23.2156,72.6369,2.6,4.53,100.88,20.32,346.9,29.32,14.09,4.33,36.69,0.0,3.9571,Winter,0.0011974894800187133,0.010523537550404452
2021-12-15,Gujarat,23.2156,72.6369,2.63,4.91,100.95,19.94,14.9,29.34,13.08,6.11,41.77,0.0,3.8597,Winter,0.0011998740689197413,0.010913722765713908
2021-12-16,Gujarat,23.2156,72.6369,3.17,5.96,101.05,18.89,2.0,28.96,12.17,1.25,32.51,0.0,4.111,Winter,0.0012053809495782182,0.019198712909383242
2021-12-17,Gujarat,23.2156,72.6369,3.6,6.32,101.21,16.78,40.2,26.93,8.43,2.93,41.43,0.0,3.5366,Winter,0.0012160757119409522,0.028368614208158536
2021-12-18,Gujarat,23.2156,72.6369,4.05,6.45,101.25,17.3,58.3,27.19,9.8,5.05,46.03,0.0,3.7462,Winter,0.0012143782951457897,0.040335650971910844
2021-12-19,Gujarat,23.2156,72.6369,3.81,5.83,101.29,17.16,69.9,27.3,9.47,2.39,39.86,0.0,4.5062,Winter,0.0012154439064694601,0.03361087757878604
2021-12-20,Gujarat,23.2156,72.6369,2.63,4.19,101.19,18.24,63.0,28.08,9.42,0.57,35.18,0.0,4.7801,Winter,0.0012097435012595253,0.011003492393378542
2021-12-21,Gujarat,23.2156,72.6369,2.08,3.22,101.08,18.98,63.9,28.72,10.0,2.2,36.72,0.0,4.6903,Winter,0.0012053673399218278,0.005423497309815308
2021-12-22,Gujarat,23.2156,72.6369,1.92,2.79,100.87,19.76,350.7,28.66,11.53,1.98,33.22,0.0,4.6042,Winter,0.0011996599690539014,0.004245529449523489
2021-12-23,Gujarat,23.2156,72.6369,1.66,2.25,100.77,21.4,296.3,29.4,14.0,9.7,48.34,0.0,4.399,Winter,0.0011917977928380319,0.0027258179382939184
2021-12-24,Gujarat,23.2156,72.6369,1.92,2.71,100.77,22.01,305.8,29.55,14.9,14.0,62.91,0.0,3.594,Winter,0.0011893347332986935,0.00420898901839901
2021-12-25,Gujarat,23.2156,72.6369,1.69,2.52,100.85,22.12,330.0,29.79,15.92,11.62,56.02,0.0,3.93,Winter,0.0011898355037916178,0.002871554359110457
2021-12-26,Gujarat,23.2156,72.6369,1.92,2.76,101.0,22.01,340.1,30.12,15.55,6.42,38.67,0.0,3.9182,Winter,0.0011920493010138735,0.004218595721527241
2021-12-27,Gujarat,23.2156,72.6369,1.72,2.74,101.0,22.38,24.8,28.93,16.49,9.55,45.08,0.0,3.1906,Winter,0.001190556869648614,0.0030290433611248747
2021-12-28,Gujarat,23.2156,72.6369,3.12,5.04,100.98,20.32,353.9,26.85,15.91,12.41,61.93,1.56,2.3047,Winter,0.0011986765235159564,0.01820269893080141
2021-12-29,Gujarat,23.2156,72.6369,3.21,5.21,101.18,18.08,44.6,25.95,12.1,9.17,60.28,0.04,3.8465,Winter,0.0012102885096538802,0.020015848800880896
2021-12-30,Gujarat,23.2156,72.6369,4.66,6.98,101.36,17.79,71.8,25.63,11.49,7.45,54.21,0.0,4.1803,Winter,0.0012136501465791713,0.06140747881671734
2021-12-31,Gujarat,23.2156,72.6369,4.0,5.77,101.37,18.85,63.6,26.91,12.21,8.68,53.01,0.0,3.3629,Winter,0.0012093637322303345,0.038699639431370704
2022-01-01,Gujarat,23.2156,72.6369,3.03,4.65,101.28,19.72,54.6,27.08,13.46,11.96,62.31,0.0,3.342,Winter,0.001204700666922646,0.016756258074719428
2022-01-02,Gujarat,23.2156,72.6369,2.53,4.18,101.1,21.63,65.7,29.35,15.04,13.65,63.47,0.0,3.744,Winter,0.0011947677364217068,0.009674199837138053
2022-01-03,Gujarat,23.2156,72.6369,2.39,3.66,101.0,22.73,88.6,29.95,15.71,13.53,58.91,0.0,3.8568,Winter,0.001189148545651125,0.008117079812098481
2022-01-04,Gujarat,23.2156,72.6369,1.85,2.83,100.94,23.7,112.5,30.7,16.54,13.32,54.8,0.0,3.6094,Winter,0.0011845587154932571,0.0037500907884924976
2022-01-05,Gujarat,23.2156,72.6369,1.92,2.94,100.81,23.64,256.6,30.99,17.89,13.42,54.69,0.25,2.3354,Winter,0.0011832722953687683,0.00418753439006153
2022-01-06,Gujarat,23.2156,72.6369,2.1,3.37,100.81,21.64,340.2,27.62,16.0,13.35,61.67,1.47,1.5046,Winter,0.0011913001951982655,0.005516315553865569
2022-01-07,Gujarat,23.2156,72.6369,3.61,5.35,100.74,21.87,206.6,28.3,16.33,13.64,61.81,0.05,3.2952,Winter,0.0011895448830042082,0.027981593504987447
2022-01-08,Gujarat,23.2156,72.6369,4.01,5.92,100.93,18.26,312.9,25.79,13.28,7.41,54.26,0.0,4.7443,Winter,0.001206552343875158,0.03889997210121758
2022-01-09,Gujarat,23.2156,72.6369,3.25,5.55,101.01,16.24,0.1,24.56,9.81,3.41,45.36,0.0,5.1161,Winter,0.0012159373435597929,0.02087042456094426
2022-01-10,Gujarat,23.2156,72.6369,3.06,5.14,101.09,15.51,39.9,24.21,8.3,2.74,46.0,0.0,5.1113,Winter,0.0012199778188071682,0.017477777985399685
2022-01-11,Gujarat,23.2156,72.6369,3.69,6.1,101.12,15.16,26.3,24.47,7.56,2.18,46.03,0.0,4.975,Winter,0.0012218213231362698,0.030694234231628384
2022-01-12,Gujarat,23.2156,72.6369,3.08,5.08,101.06,14.97,43.6,23.87,7.43,2.22,45.84,0.0,4.649,Winter,0.0012219015989182855,0.017850828885086774
2022-01-13,Gujarat,23.2156,72.6369,3.49,5.67,100.97,15.52,47.8,25.02,7.86,2.26,44.96,0.0,4.7628,Winter,0.0012184874188198083,0.025898066074392677
2022-01-14,Gujarat,23.2156,72.6369,3.4,5.72,100.98,16.19,34.0,26.16,8.89,2.48,42.61,0.0,4.8401,Winter,0.0012157862699807415,0.02389263177766153
2022-01-15,Gujarat,23.2156,72.6369,3.57,5.76,101.08,16.5,57.8,26.59,8.12,4.2,47.66,0.0,4.6382,Winter,0.0012156877645826466,0.027656466898630425
2022-01-16,Gujarat,23.2156,72.6369,3.55,5.48,101.13,17.8,63.4,27.82,9.33,6.36,50.96,0.0,4.4717,Winter,0.0012108545861451504,0.0270861359863623
2022-01-17,Gujarat,23.2156,72.6369,2.92,4.83,101.21,19.9,54.8,29.5,11.71,8.76,51.14,0.0,4.283,Winter,0.0012031285827095726,0.014977199099517752
2022-01-18,Gujarat,23.2156,72.6369,2.99,4.91,101.12,21.13,30.5,30.74,13.89,6.76,42.93,0.0,4.8463,Winter,0.0011970344762587263,0.015998903842194958
2022-01-19,Gujarat,23.2156,72.6369,2.68,4.31,100.91,20.94,54.2,31.11,12.57,6.52,42.57,0.0,4.8228,Winter,0.0011953202971798857,0.011504259793302848
2022-01-20,Gujarat,23.2156,72.6369,3.52,5.97,100.53,22.05,288.1,32.12,13.64,12.25,56.05,0.0,4.4926,Winter,0.001186341368252426,0.02587066959698295
2022-01-21,Gujarat,23.2156,72.6369,3.3,5.49,100.45,22.41,261.6,30.6,14.19,12.83,58.71,0.0,3.8054,Winter,0.001183953453051859,0.02127386762116233
2022-01-22,Gujarat,23.2156,72.6369,5.74,8.78,100.27,20.79,269.5,27.66,13.03,9.09,54.35,0.01,4.1971,Winter,0.0011883453480464137,0.11236947503327385
2022-01-23,Gujarat,23.2156,72.6369,2.77,4.4,100.6,14.72,317.3,23.44,7.31,-3.43,31.67,0.0,4.4496,Winter,0.00121739613390319,0.012937227932218713
2022-01-24,Gujarat,23.2156,72.6369,2.37,3.51,100.82,14.87,358.7,23.67,6.95,-2.94,31.37,0.0,5.1007,Winter,0.0012194230286369358,0.008116511993317706
2022-01-25,Gujarat,23.2156,72.6369,2.49,3.97,100.87,15.48,22.0,24.96,7.01,-1.2,35.26,0.0,5.2822,Winter,0.0012174493349117494,0.009397642988625993
2022-01-26,Gujarat,23.2156,72.6369,2.75,4.42,100.94,16.55,36.0,26.31,7.77,-1.33,32.47,0.0,5.4211,Winter,0.0012137944587303187,0.01262156581695355
2022-01-27,Gujarat,23.2156,72.6369,3.46,5.51,101.05,16.4,66.7,26.91,7.71,-0.2,37.1,0.0,5.3628,Winter,0.00121574668456164,0.02517916910539376
2022-01-28,Gujarat,23.2156,72.6369,3.34,5.13,101.1,17.65,72.6,28.5,8.1,-1.59,31.93,0.0,5.4679,Winter,0.0012111197845336684,0.022562982340134125
2022-01-29,Gujarat,23.2156,72.6369,2.39,3.85,101.07,19.0,80.6,29.78,8.45,-1.73,28.26,0.0,5.3954,Winter,0.0012051655822209481,0.008226411455034112
2022-01-30,Gujarat,23.2156,72.6369,2.4,3.52,100.85,20.02,331.9,30.83,10.18,-1.14,26.86,0.0,5.4708,Winter,0.0011983583900281442,0.008283053191874532
2022-01-31,Gujarat,23.2156,72.6369,2.39,3.77,100.68,20.83,283.9,30.94,11.2,8.11,46.92,0.0,5.2742,Winter,0.001193042092628138,0.00814365700607492
2022-02-01,Gujarat,23.2156,72.6369,2.4,3.85,100.62,22.96,294.4,32.52,14.27,10.37,51.88,0.0,4.9944,Winter,0.001183754339258176,0.008182109992952512
2022-02-02,Gujarat,23.2156,72.6369,2.47,3.93,100.54,22.87,256.2,33.04,15.11,4.04,32.87,0.0,5.4175,Winter,0.0011831727858713254,0.008914747278913128
2022-02-03,Gujarat,23.2156,72.6369,4.4,7.17,100.4,20.28,291.6,28.65,14.99,5.62,48.18,0.0,5.075,Winter,0.001191954134738914,0.050767710506799846
2022-02-04,Gujarat,23.2156,72.6369,1.9,2.94,100.51,19.81,290.0,29.25,11.56,-1.78,27.88,0.0,5.4698,Winter,0.0011951744250992935,0.004098850690878026
2022-02-05,Gujarat,23.2156,72.6369,2.0,2.89,100.66,19.82,222.9,29.71,11.39,2.58,36.9,0.0,5.4823,Winter,0.001196917234050561,0.004787668936202244
