Date,State,Latitude,Longitude,WS10M,WS50M,PS,T2M,WD10M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2015-06-29,Andaman and Nicobar Islands,11.6234,92.7265,7.12,8.04,101.18,28.06,201.0,28.23,27.86,24.81,82.45,23.44,2.9827
2015-06-30,Andaman and Nicobar Islands,11.6234,92.7265,6.39,7.15,101.12,28.08,228.6,28.37,27.78,24.68,81.77,2.51,2.6306
2015-07-01,Andaman and Nicobar Islands,11.6234,92.7265,7.73,8.91,101.0,28.97,241.3,29.61,28.28,25.02,79.32,2.33,3.0598
2015-07-02,Andaman and Nicobar Islands,11.6234,92.7265,7.57,8.68,100.99,28.9,241.0,29.22,28.42,25.64,82.47,2.3,3.7824
2015-07-03,Andaman and Nicobar Islands,11.6234,92.7265,9.15,10.64,100.93,29.08,238.0,29.39,28.78,25.62,81.55,3.81,6.2791
2015-07-04,Andaman and Nicobar Islands,11.6234,92.7265,9.49,11.11,100.76,29.07,240.9,29.36,28.72,26.26,84.74,5.14,6.3619
2015-07-05,Andaman and Nicobar Islands,11.6234,92.7265,10.02,11.67,100.61,28.68,238.5,28.79,28.54,26.35,87.14,1.6,4.7167
2015-07-06,Andaman and Nicobar Islands,11.6234,92.7265,9.76,11.4,100.51,28.63,238.3,28.85,28.43,26.39,87.59,1.76,5.1394
2015-07-07,Andaman and Nicobar Islands,11.6234,92.7265,10.1,11.81,100.44,28.48,231.0,28.71,28.21,26.43,88.55,1.07,5.491
2015-07-08,Andaman and Nicobar Islands,11.6234,92.7265,9.4,10.95,100.66,28.95,234.7,29.24,28.48,25.95,83.82,0.54,5.7367
2015-07-09,Andaman and Nicobar Islands,11.6234,92.7265,9.16,10.63,100.72,28.94,236.9,29.41,28.55,25.08,79.66,0.28,6.3017
2015-07-10,Andaman and Nicobar Islands,11.6234,92.7265,9.06,10.5,100.62,28.69,233.2,28.98,28.43,25.64,83.49,4.72,4.8934
2015-07-11,Andaman and Nicobar Islands,11.6234,92.7265,7.68,8.84,100.7,28.55,237.8,28.82,28.21,25.96,85.81,10.7,4.109
2015-07-12,Andaman and Nicobar Islands,11.6234,92.7265,7.12,8.13,100.58,28.53,243.3,28.87,28.04,25.89,85.51,5.93,6.2282
2015-07-13,Andaman and Nicobar Islands,11.6234,92.7265,7.42,8.47,100.46,28.54,246.8,28.81,28.28,25.71,84.58,11.09,5.1619
2015-07-14,Andaman and Nicobar Islands,11.6234,92.7265,8.99,10.23,100.45,28.19,236.1,28.48,28.01,24.83,81.9,3.06,2.0652
2015-07-15,Andaman and Nicobar Islands,11.6234,92.7265,9.89,11.38,100.44,28.34,229.6,28.6,27.9,25.12,82.62,11.37,1.9142
2015-07-16,Andaman and Nicobar Islands,11.6234,92.7265,11.31,13.23,100.44,28.61,227.3,28.81,28.43,25.36,82.52,24.26,3.5479
2015-07-17,Andaman and Nicobar Islands,11.6234,92.7265,10.7,12.45,100.55,28.6,223.2,29.07,28.28,25.08,81.2,16.48,5.279
2015-07-18,Andaman and Nicobar Islands,11.6234,92.7265,9.17,10.63,100.59,28.45,225.8,28.64,28.18,25.36,83.26,24.59,5.6726
2015-07-19,Andaman and Nicobar Islands,11.6234,92.7265,8.38,9.63,100.57,28.26,230.3,28.56,27.98,25.29,83.82,18.93,5.5548
2015-07-20,Andaman and Nicobar Islands,11.6234,92.7265,8.95,10.21,100.62,27.99,224.2,28.57,27.67,24.68,82.19,42.76,2.9441
2015-07-21,Andaman and Nicobar Islands,11.6234,92.7265,8.8,10.11,100.76,28.35,217.0,28.75,27.85,24.64,80.25,19.85,3.2813
2015-07-22,Andaman and Nicobar Islands,11.6234,92.7265,9.23,10.55,100.97,28.03,199.8,28.48,27.53,24.72,82.16,12.26,3.8568
2015-07-23,Andaman and Nicobar Islands,11.6234,92.7265,6.02,6.72,101.07,28.06,203.1,28.37,27.55,24.83,82.56,6.54,4.7429
2015-07-24,Andaman and Nicobar Islands,11.6234,92.7265,4.39,4.84,101.1,28.17,206.7,28.4,27.89,24.92,82.44,5.79,4.7515
2015-07-25,Andaman and Nicobar Islands,11.6234,92.7265,6.53,7.35,100.96,28.31,216.4,28.62,27.88,25.06,82.46,3.17,5.681
2015-07-26,Andaman and Nicobar Islands,11.6234,92.7265,9.18,10.63,100.95,28.67,225.9,28.99,28.34,25.37,82.26,1.18,5.3789
2015-07-27,Andaman and Nicobar Islands,11.6234,92.7265,8.28,9.54,100.97,28.97,226.8,29.31,28.7,25.46,81.28,2.0,5.7619
2015-07-28,Andaman and Nicobar Islands,11.6234,92.7265,7.86,8.99,100.99,28.74,223.2,29.02,28.48,25.68,83.42,1.15,6.4106
2015-07-29,Andaman and Nicobar Islands,11.6234,92.7265,8.83,10.15,100.93,28.75,218.5,29.18,28.23,24.81,79.17,0.95,5.7398
2015-07-30,Andaman and Nicobar Islands,11.6234,92.7265,9.46,10.88,100.91,28.59,227.9,28.96,28.41,24.41,78.05,7.88,5.724
2015-07-31,Andaman and Nicobar Islands,11.6234,92.7265,7.75,8.85,100.89,28.78,226.7,29.13,28.41,24.68,78.41,5.11,5.7439
2015-08-01,Andaman and Nicobar Islands,11.6234,92.7265,7.29,8.29,100.93,28.9,231.7,29.15,28.67,24.69,77.96,5.58,4.4635
2015-08-02,Andaman and Nicobar Islands,11.6234,92.7265,7.48,8.53,100.94,28.77,230.1,29.08,28.57,25.07,80.34,4.96,6.145
2015-08-03,Andaman and Nicobar Islands,11.6234,92.7265,8.97,10.38,100.89,28.78,232.7,29.07,28.45,25.2,80.96,11.03,4.8727
2015-08-04,Andaman and Nicobar Islands,11.6234,92.7265,10.23,11.84,100.9,28.32,240.5,28.73,27.88,24.73,80.85,10.72,1.6574
2015-08-05,Andaman and Nicobar Islands,11.6234,92.7265,10.55,12.21,100.79,28.15,239.9,28.49,27.82,24.85,82.21,31.99,1.5991
2015-08-06,Andaman and Nicobar Islands,11.6234,92.7265,8.59,9.85,100.66,28.14,253.7,28.44,27.82,24.87,82.37,25.6,0.8906
2015-08-07,Andaman and Nicobar Islands,11.6234,92.7265,7.7,8.89,100.61,28.57,242.0,28.93,28.15,25.49,83.33,31.4,5.6098
2015-08-08,Andaman and Nicobar Islands,11.6234,92.7265,8.03,9.27,100.63,28.45,241.3,28.63,28.27,25.59,84.44,24.56,3.6254
2015-08-09,Andaman and Nicobar Islands,11.6234,92.7265,8.82,10.27,100.44,28.65,239.7,29.0,28.3,25.96,85.3,6.41,5.6338
2015-08-10,Andaman and Nicobar Islands,11.6234,92.7265,6.93,7.99,100.51,28.53,230.2,28.62,28.38,25.8,85.08,5.86,5.5747
2015-08-11,Andaman and Nicobar Islands,11.6234,92.7265,7.95,9.17,100.68,28.43,225.2,28.77,28.13,25.31,83.1,2.5,6.0509
2015-08-12,Andaman and Nicobar Islands,11.6234,92.7265,8.1,9.4,100.79,28.36,231.2,28.65,28.18,25.9,86.4,3.5,5.8368
2015-08-13,Andaman and Nicobar Islands,11.6234,92.7265,5.8,6.61,100.81,28.3,221.2,28.61,27.9,25.53,84.87,4.79,5.8049
2015-08-14,Andaman and Nicobar Islands,11.6234,92.7265,3.98,4.38,100.8,28.0,214.5,28.37,27.68,24.96,83.58,0.89,5.7557
2015-08-15,Andaman and Nicobar Islands,11.6234,92.7265,3.86,4.2,100.87,27.92,199.0,28.22,27.59,24.66,82.43,0.65,5.2202
2015-08-16,Andaman and Nicobar Islands,11.6234,92.7265,4.51,4.95,100.97,27.57,188.0,27.88,27.27,24.96,85.54,0.74,6.001
2015-08-17,Andaman and Nicobar Islands,11.6234,92.7265,5.18,5.8,100.96,28.07,179.0,28.5,27.54,24.88,82.79,0.36,6.2618
2015-08-18,Andaman and Nicobar Islands,11.6234,92.7265,4.71,5.25,101.0,28.38,204.2,28.78,27.96,24.95,81.57,0.11,6.1615
2015-08-19,Andaman and Nicobar Islands,11.6234,92.7265,3.76,4.08,101.03,27.94,251.4,28.22,27.67,25.18,84.86,7.71,6.9425
2015-08-20,Andaman and Nicobar Islands,11.6234,92.7265,5.38,5.96,101.05,27.84,258.9,28.21,27.51,25.02,84.56,15.46,4.2722
2015-08-21,Andaman and Nicobar Islands,11.6234,92.7265,8.32,9.41,100.97,27.63,238.0,28.21,27.2,24.32,82.11,7.34,2.4264
2015-08-22,Andaman and Nicobar Islands,11.6234,92.7265,9.77,11.23,100.82,28.0,241.2,28.6,27.35,24.53,81.34,9.32,3.7375
2015-08-23,Andaman and Nicobar Islands,11.6234,92.7265,9.96,11.66,100.81,28.71,242.6,28.91,28.51,24.84,79.65,6.8,4.5883
2015-08-24,Andaman and Nicobar Islands,11.6234,92.7265,9.05,10.55,100.8,28.79,243.1,29.05,28.6,25.62,82.94,21.84,4.9658
2015-08-25,Andaman and Nicobar Islands,11.6234,92.7265,9.39,10.85,100.75,28.33,235.0,28.54,28.12,25.73,85.69,26.07,1.2689
2015-08-26,Andaman and Nicobar Islands,11.6234,92.7265,9.08,10.46,100.78,28.15,223.5,28.4,27.95,25.53,85.57,25.41,0.997
2015-08-27,Andaman and Nicobar Islands,11.6234,92.7265,8.36,9.6,100.85,28.15,208.1,28.4,27.94,25.24,84.11,36.77,3.2712
2015-08-28,Andaman and Nicobar Islands,11.6234,92.7265,6.47,7.27,100.91,28.05,207.1,28.22,27.76,25.16,84.22,8.92,2.0717
2015-08-29,Andaman and Nicobar Islands,11.6234,92.7265,7.26,8.27,100.85,28.27,225.5,28.76,27.65,25.3,83.86,4.16,4.261
2015-08-30,Andaman and Nicobar Islands,11.6234,92.7265,6.88,7.84,100.91,28.51,229.4,28.82,28.25,25.29,82.64,0.64,6.2856
2015-08-31,Andaman and Nicobar Islands,11.6234,92.7265,6.91,7.79,100.98,28.12,224.2,28.43,27.76,25.08,83.52,2.31,4.434
2015-09-01,Andaman and Nicobar Islands,11.6234,92.7265,5.51,6.16,100.9,28.3,231.9,28.53,28.05,24.66,80.62,3.42,5.7454
2015-09-02,Andaman and Nicobar Islands,11.6234,92.7265,5.51,6.14,100.86,28.22,225.8,28.55,27.92,25.4,84.57,3.37,6.2702
2015-09-03,Andaman and Nicobar Islands,11.6234,92.7265,3.4,3.68,101.03,27.48,225.8,27.79,27.26,24.85,85.48,10.01,4.0723
2015-09-04,Andaman and Nicobar Islands,11.6234,92.7265,3.72,4.03,101.18,27.71,238.2,28.15,27.35,24.76,83.89,11.05,4.6169
2015-09-05,Andaman and Nicobar Islands,11.6234,92.7265,5.53,6.09,101.24,27.24,271.8,27.48,26.96,24.39,84.33,18.93,3.066
2015-09-06,Andaman and Nicobar Islands,11.6234,92.7265,4.46,4.85,101.16,27.58,255.5,28.0,27.06,24.21,81.76,2.05,5.8836
2015-09-07,Andaman and Nicobar Islands,11.6234,92.7265,4.98,5.47,101.1,27.86,255.3,28.16,27.44,24.45,81.61,2.27,6.6562
2015-09-08,Andaman and Nicobar Islands,11.6234,92.7265,6.21,6.96,100.97,28.23,260.4,28.65,27.58,25.05,82.8,7.8,6.1795
2015-09-09,Andaman and Nicobar Islands,11.6234,92.7265,7.05,7.94,100.94,27.98,242.4,28.46,27.5,25.15,84.54,28.13,1.1549
2015-09-10,Andaman and Nicobar Islands,11.6234,92.7265,9.9,11.28,100.92,27.3,230.3,27.54,26.97,24.97,86.99,44.42,2.393
2015-09-11,Andaman and Nicobar Islands,11.6234,92.7265,9.86,11.3,100.91,27.59,225.3,27.87,27.01,24.73,84.32,12.44,3.8736
2015-09-12,Andaman and Nicobar Islands,11.6234,92.7265,7.33,8.31,100.92,27.74,230.0,28.02,27.48,25.25,86.21,8.93,2.2822
2015-09-13,Andaman and Nicobar Islands,11.6234,92.7265,7.61,8.69,100.93,28.03,218.0,28.41,27.72,25.42,85.6,12.22,3.7982
2015-09-14,Andaman and Nicobar Islands,11.6234,92.7265,8.61,9.99,100.91,28.29,226.9,28.66,27.46,25.25,83.5,9.26,6.0542
2015-09-15,Andaman and Nicobar Islands,11.6234,92.7265,8.2,9.55,100.78,28.4,233.0,28.67,28.08,25.95,86.48,15.78,6.1085
2015-09-16,Andaman and Nicobar Islands,11.6234,92.7265,8.04,9.31,100.63,28.22,235.5,28.6,27.95,25.86,86.94,16.9,2.7763
2015-09-17,Andaman and Nicobar Islands,11.6234,92.7265,8.85,10.23,100.58,27.95,239.1,28.1,27.8,25.68,87.41,26.56,1.1782
2015-09-18,Andaman and Nicobar Islands,11.6234,92.7265,8.98,10.38,100.79,28.03,218.0,28.24,27.87,25.87,87.92,78.51,0.8801
2015-09-19,Andaman and Nicobar Islands,11.6234,92.7265,7.38,8.48,100.96,27.97,181.8,28.17,27.74,25.29,85.27,4.11,3.0408
2015-09-20,Andaman and Nicobar Islands,11.6234,92.7265,4.71,5.24,100.95,28.02,193.1,28.43,27.47,24.88,82.98,0.69,6.7591
2015-09-21,Andaman and Nicobar Islands,11.6234,92.7265,3.71,4.07,100.88,28.19,218.7,28.54,27.78,24.89,82.21,0.85,6.5921
2015-09-22,Andaman and Nicobar Islands,11.6234,92.7265,2.98,3.24,100.92,28.12,216.6,28.41,27.71,24.75,81.9,1.29,6.3506
2015-09-23,Andaman and Nicobar Islands,11.6234,92.7265,4.77,5.21,100.99,27.6,213.5,27.97,27.47,24.85,84.9,5.33,4.3332
2015-09-24,Andaman and Nicobar Islands,11.6234,92.7265,5.9,6.54,100.94,27.79,232.0,28.11,27.33,24.81,83.72,11.44,5.8807
2015-09-25,Andaman and Nicobar Islands,11.6234,92.7265,6.51,7.27,100.83,27.71,239.4,27.85,27.48,24.98,84.98,4.27,4.5934
2015-09-26,Andaman and Nicobar Islands,11.6234,92.7265,6.2,6.87,100.8,27.56,246.8,28.2,26.92,24.98,85.75,8.0,5.4031
2015-09-27,Andaman and Nicobar Islands,11.6234,92.7265,5.88,6.48,100.82,27.02,246.7,27.61,26.74,24.34,85.15,8.19,5.5598
2015-09-28,Andaman and Nicobar Islands,11.6234,92.7265,7.75,8.71,100.7,27.47,229.9,27.83,27.16,24.84,85.5,4.24,4.8158
2015-09-29,Andaman and Nicobar Islands,11.6234,92.7265,8.22,9.3,100.69,27.53,227.3,27.78,27.34,25.11,86.6,7.24,4.4657
2015-09-30,Andaman and Nicobar Islands,11.6234,92.7265,6.74,7.58,100.94,27.76,227.4,28.04,27.26,24.89,84.3,12.12,4.4546
2015-10-01,Andaman and Nicobar Islands,11.6234,92.7265,4.75,5.22,101.13,27.62,237.3,27.91,27.34,24.56,83.36,18.06,5.9333
2015-10-02,Andaman and Nicobar Islands,11.6234,92.7265,5.14,5.7,101.1,27.85,247.8,28.11,27.37,25.24,85.59,2.08,5.1175
2015-10-03,Andaman and Nicobar Islands,11.6234,92.7265,6.5,7.25,101.07,27.71,247.6,28.1,27.07,24.85,84.32,5.32,3.57
2015-10-04,Andaman and Nicobar Islands,11.6234,92.7265,7.29,8.29,101.0,27.93,229.5,28.23,27.34,24.87,83.35,7.29,3.3948
2015-10-05,Andaman and Nicobar Islands,11.6234,92.7265,6.87,7.8,100.99,27.72,221.0,27.88,27.48,25.33,86.75,16.81,1.1522
2015-10-06,Andaman and Nicobar Islands,11.6234,92.7265,7.14,8.06,100.97,27.71,206.2,28.02,27.51,25.25,86.37,10.93,4.6224
2015-10-07,Andaman and Nicobar Islands,11.6234,92.7265,6.2,6.92,101.03,27.91,213.8,28.15,27.56,25.19,85.0,2.69,4.5934
2015-10-08,Andaman and Nicobar Islands,11.6234,92.7265,4.76,5.22,101.04,28.11,226.1,28.37,27.7,25.02,83.22,1.63,6.4702
2015-10-09,Andaman and Nicobar Islands,11.6234,92.7265,5.56,6.17,101.02,28.19,236.6,28.46,27.9,25.09,83.19,2.34,6.1975
2015-10-10,Andaman and Nicobar Islands,11.6234,92.7265,4.89,5.39,101.05,28.03,237.3,28.37,27.62,25.03,83.66,5.33,5.3532
2015-10-11,Andaman and Nicobar Islands,11.6234,92.7265,3.7,3.99,101.13,27.61,237.8,27.88,27.26,24.66,83.86,3.72,3.6144
2015-10-12,Andaman and Nicobar Islands,11.6234,92.7265,3.09,3.31,101.17,27.55,240.9,27.89,27.21,24.03,81.08,0.9,4.9637
2015-10-13,Andaman and Nicobar Islands,11.6234,92.7265,1.66,1.75,101.18,27.74,233.4,27.92,27.37,23.7,78.59,0.23,5.7221
2015-10-14,Andaman and Nicobar Islands,11.6234,92.7265,1.9,2.01,101.17,28.02,68.3,28.34,27.61,23.64,77.04,0.43,6.3605
2015-10-15,Andaman and Nicobar Islands,11.6234,92.7265,3.14,3.36,101.1,27.89,97.6,28.14,27.56,24.37,81.12,0.63,6.2076
2015-10-16,Andaman and Nicobar Islands,11.6234,92.7265,2.91,3.12,101.06,28.15,57.7,28.83,27.25,24.39,80.02,0.5,6.2369
2015-10-17,Andaman and Nicobar Islands,11.6234,92.7265,2.48,2.64,101.05,28.46,33.5,28.83,28.0,24.26,77.97,0.48,6.378
2015-10-18,Andaman and Nicobar Islands,11.6234,92.7265,2.35,2.51,101.09,28.55,15.5,28.83,28.11,24.39,78.15,0.45,6.1637
2015-10-19,Andaman and Nicobar Islands,11.6234,92.7265,2.5,2.67,101.03,28.74,20.5,29.06,28.26,24.37,77.22,0.2,6.2064
2015-10-20,Andaman and Nicobar Islands,11.6234,92.7265,2.38,2.53,100.89,28.79,351.5,29.17,28.34,24.29,76.59,0.4,6.1997
2015-10-21,Andaman and Nicobar Islands,11.6234,92.7265,2.91,3.13,100.86,29.17,17.7,29.61,28.55,24.23,74.68,0.33,5.8433
2015-10-22,Andaman and Nicobar Islands,11.6234,92.7265,3.42,3.67,100.92,29.26,23.0,29.71,28.8,24.1,73.72,0.24,6.019
2015-10-23,Andaman and Nicobar Islands,11.6234,92.7265,3.49,3.73,100.92,28.7,17.0,29.27,27.98,23.33,72.76,0.0,6.6658
2015-10-24,Andaman and Nicobar Islands,11.6234,92.7265,3.71,3.99,100.93,28.74,35.2,29.26,28.05,23.92,75.14,0.22,6.6307
2015-10-25,Andaman and Nicobar Islands,11.6234,92.7265,4.21,4.59,100.99,28.8,73.7,29.13,28.41,25.02,80.0,4.13,4.7162
2015-10-26,Andaman and Nicobar Islands,11.6234,92.7265,5.13,5.67,101.04,28.95,88.5,29.29,28.67,25.02,79.29,2.06,5.1281
2015-10-27,Andaman and Nicobar Islands,11.6234,92.7265,5.06,5.58,101.04,28.66,82.8,29.27,27.42,24.4,77.74,6.31,5.1235
2015-10-28,Andaman and Nicobar Islands,11.6234,92.7265,6.23,6.92,101.09,27.84,103.5,28.25,27.24,24.69,82.86,9.01,4.4042
2015-10-29,Andaman and Nicobar Islands,11.6234,92.7265,4.26,4.65,101.1,27.9,106.3,28.41,27.53,24.59,82.12,3.25,3.7795
2015-10-30,Andaman and Nicobar Islands,11.6234,92.7265,3.82,4.17,101.08,28.31,82.3,28.66,27.59,24.47,79.62,2.95,5.4454
2015-10-31,Andaman and Nicobar Islands,11.6234,92.7265,5.19,5.76,101.1,28.93,98.2,29.36,28.49,24.94,78.99,0.83,4.9483
2015-11-01,Andaman and Nicobar Islands,11.6234,92.7265,4.58,5.03,101.13,28.64,70.6,28.8,28.4,25.26,81.88,2.52,5.4562
2015-11-02,Andaman and Nicobar Islands,11.6234,92.7265,4.99,5.53,101.11,28.81,76.3,29.14,28.32,25.0,79.86,3.52,5.2258
2015-11-03,Andaman and Nicobar Islands,11.6234,92.7265,4.25,4.65,101.07,28.57,59.4,29.08,27.99,24.85,80.28,1.42,4.777
2015-11-04,Andaman and Nicobar Islands,11.6234,92.7265,5.23,5.8,100.98,28.65,66.0,29.13,27.99,24.95,80.37,4.11,5.0926
2015-11-05,Andaman and Nicobar Islands,11.6234,92.7265,3.57,3.87,100.94,27.92,112.1,28.47,27.58,24.79,83.06,4.61,1.7429
2015-11-06,Andaman and Nicobar Islands,11.6234,92.7265,3.07,3.28,100.91,27.67,93.4,27.93,27.35,24.24,81.46,2.63,5.0153
2015-11-07,Andaman and Nicobar Islands,11.6234,92.7265,4.28,4.64,100.97,28.15,121.8,28.58,27.6,24.43,80.14,5.78,5.5694
2015-11-08,Andaman and Nicobar Islands,11.6234,92.7265,2.6,2.77,101.09,28.2,46.7,28.8,27.7,24.14,78.6,3.34,4.3812
2015-11-09,Andaman and Nicobar Islands,11.6234,92.7265,5.2,5.77,100.95,28.53,60.1,29.07,27.75,25.35,82.85,10.24,4.6543
2015-11-10,Andaman and Nicobar Islands,11.6234,92.7265,5.02,5.5,100.91,28.15,71.4,28.42,28.07,24.99,82.87,4.87,4.5552
2015-11-11,Andaman and Nicobar Islands,11.6234,92.7265,4.65,5.1,100.93,28.12,84.1,28.43,27.93,24.69,81.6,5.52,3.2839
2015-11-12,Andaman and Nicobar Islands,11.6234,92.7265,4.66,5.13,101.01,28.2,66.7,28.61,27.66,25.03,82.85,3.02,5.2577
2015-11-13,Andaman and Nicobar Islands,11.6234,92.7265,5.45,6.09,101.0,28.43,84.7,28.66,28.17,25.68,84.97,6.01,4.3942
2015-11-14,Andaman and Nicobar Islands,11.6234,92.7265,3.65,3.95,100.89,28.23,109.1,28.63,27.75,24.96,82.34,4.2,4.8022
2015-11-15,Andaman and Nicobar Islands,11.6234,92.7265,2.52,2.68,100.9,28.14,117.3,28.5,27.51,24.72,81.6,1.36,5.3419
2015-11-16,Andaman and Nicobar Islands,11.6234,92.7265,1.83,1.94,100.95,28.35,104.1,28.59,27.95,24.45,79.34,1.86,5.5138
2015-11-17,Andaman and Nicobar Islands,11.6234,92.7265,3.63,3.92,100.93,28.68,85.5,29.11,28.06,24.69,79.0,1.05,5.2884
2015-11-18,Andaman and Nicobar Islands,11.6234,92.7265,4.21,4.6,101.03,28.94,82.4,29.34,28.37,24.61,77.41,0.79,5.766
2015-11-19,Andaman and Nicobar Islands,11.6234,92.7265,4.34,4.77,101.0,28.82,61.0,29.15,28.25,25.04,80.01,2.25,5.5159
2015-11-20,Andaman and Nicobar Islands,11.6234,92.7265,4.12,4.51,100.95,28.66,78.8,29.03,28.19,25.05,80.79,4.02,4.6106
2015-11-21,Andaman and Nicobar Islands,11.6234,92.7265,4.35,4.74,100.91,28.71,55.4,29.19,28.24,24.89,79.72,2.52,5.5013
2015-11-22,Andaman and Nicobar Islands,11.6234,92.7265,5.05,5.56,100.9,28.77,59.0,29.58,27.89,24.83,79.25,1.85,5.555
2015-11-23,Andaman and Nicobar Islands,11.6234,92.7265,5.89,6.6,100.96,29.47,64.5,29.98,28.74,24.74,75.71,3.43,4.927
2015-11-24,Andaman and Nicobar Islands,11.6234,92.7265,5.87,6.56,100.95,29.29,54.7,29.56,29.01,24.59,75.81,8.88,2.6957
2015-11-25,Andaman and Nicobar Islands,11.6234,92.7265,5.76,6.45,100.94,29.11,53.6,29.61,28.68,24.52,76.3,10.19,2.2699
2015-11-26,Andaman and Nicobar Islands,11.6234,92.7265,5.69,6.38,100.94,28.94,63.3,29.4,28.43,25.04,79.42,12.09,4.205
2015-11-27,Andaman and Nicobar Islands,11.6234,92.7265,5.98,6.68,100.92,28.68,82.9,29.08,28.29,24.84,79.69,11.9,4.5278
2015-11-28,Andaman and Nicobar Islands,11.6234,92.7265,6.79,7.67,101.09,29.11,84.7,29.42,28.54,24.9,78.0,5.54,4.818
2015-11-29,Andaman and Nicobar Islands,11.6234,92.7265,7.05,7.97,101.23,28.56,83.4,29.02,28.13,25.05,81.19,15.14,0.9144
2015-11-30,Andaman and Nicobar Islands,11.6234,92.7265,4.99,5.53,101.21,28.24,78.6,28.35,28.13,24.9,82.0,4.23,3.5098
2015-12-01,Andaman and Nicobar Islands,11.6234,92.7265,4.15,4.56,101.12,28.43,48.0,28.64,28.08,24.55,79.45,3.71,3.6814
2015-12-02,Andaman and Nicobar Islands,11.6234,92.7265,4.95,5.48,101.08,28.5,83.0,28.73,28.23,25.21,82.3,4.62,5.0016
2015-12-03,Andaman and Nicobar Islands,11.6234,92.7265,5.72,6.37,101.04,28.51,69.0,28.92,28.1,24.93,80.89,3.74,5.1883
2015-12-04,Andaman and Nicobar Islands,11.6234,92.7265,5.63,6.23,101.05,28.24,68.0,28.52,27.94,24.84,81.72,3.44,4.9015
2015-12-05,Andaman and Nicobar Islands,11.6234,92.7265,6.48,7.21,101.03,28.15,66.7,28.57,27.84,25.16,83.73,5.41,3.3761
2015-12-06,Andaman and Nicobar Islands,11.6234,92.7265,6.04,6.77,101.09,28.2,76.6,28.43,28.02,25.28,84.1,8.1,3.9274
2015-12-07,Andaman and Nicobar Islands,11.6234,92.7265,5.63,6.31,101.12,28.31,82.4,28.51,28.0,25.06,82.46,3.81,3.9288
2015-12-08,Andaman and Nicobar Islands,11.6234,92.7265,5.79,6.48,101.12,28.79,76.0,29.22,28.15,24.82,79.09,1.52,4.7477
2015-12-09,Andaman and Nicobar Islands,11.6234,92.7265,5.33,5.89,101.16,29.05,60.3,29.51,28.66,24.36,75.78,0.14,5.585
2015-12-10,Andaman and Nicobar Islands,11.6234,92.7265,5.11,5.57,101.14,28.58,27.5,29.05,28.05,23.74,75.02,0.3,5.537
2015-12-11,Andaman and Nicobar Islands,11.6234,92.7265,4.44,4.74,101.09,27.73,12.0,28.15,27.02,21.43,68.54,0.01,5.7706
2015-12-12,Andaman and Nicobar Islands,11.6234,92.7265,3.61,3.79,101.06,26.87,27.0,27.38,26.18,20.86,69.6,0.0,5.777
2015-12-13,Andaman and Nicobar Islands,11.6234,92.7265,3.18,3.36,101.11,26.93,26.3,27.49,26.2,21.55,72.33,0.0,5.6794
2015-12-14,Andaman and Nicobar Islands,11.6234,92.7265,4.62,4.98,101.13,27.55,26.0,28.18,26.8,22.74,74.99,0.0,5.1758
2015-12-15,Andaman and Nicobar Islands,11.6234,92.7265,3.74,3.99,101.12,27.89,28.2,28.65,27.08,22.48,72.4,0.01,5.5894
2015-12-16,Andaman and Nicobar Islands,11.6234,92.7265,4.74,5.16,101.19,27.82,29.0,28.53,26.97,23.37,76.73,0.69,5.1228
2015-12-17,Andaman and Nicobar Islands,11.6234,92.7265,5.34,5.87,101.2,27.95,45.0,28.85,27.08,23.69,77.65,0.26,5.2877
2015-12-18,Andaman and Nicobar Islands,11.6234,92.7265,5.42,5.98,101.24,28.05,73.7,28.47,27.31,24.14,79.27,0.95,4.7614
2015-12-19,Andaman and Nicobar Islands,11.6234,92.7265,5.68,6.29,101.39,28.35,74.6,28.7,28.03,23.34,74.2,0.55,4.3601
2015-12-20,Andaman and Nicobar Islands,11.6234,92.7265,6.21,6.91,101.36,28.13,55.8,28.56,27.69,22.54,71.66,0.19,5.167
2015-12-21,Andaman and Nicobar Islands,11.6234,92.7265,6.82,7.61,101.29,27.82,51.7,28.24,27.38,22.76,73.9,0.24,3.9096
2015-12-22,Andaman and Nicobar Islands,11.6234,92.7265,6.23,6.91,101.38,27.73,46.9,28.15,27.26,22.7,74.04,0.64,5.0477
2015-12-23,Andaman and Nicobar Islands,11.6234,92.7265,5.56,6.12,101.32,27.86,33.5,28.5,27.18,22.58,72.97,1.2,5.4502
2015-12-24,Andaman and Nicobar Islands,11.6234,92.7265,6.19,6.85,101.22,27.96,25.5,28.69,27.22,22.93,74.1,3.61,2.4178
2015-12-25,Andaman and Nicobar Islands,11.6234,92.7265,6.92,7.78,101.15,28.22,38.5,28.8,27.54,23.66,76.25,1.75,4.5682
2015-12-26,Andaman and Nicobar Islands,11.6234,92.7265,6.28,7.16,101.15,28.5,75.9,28.87,28.16,24.56,79.19,5.73,4.6255
2015-12-27,Andaman and Nicobar Islands,11.6234,92.7265,6.8,7.68,101.34,28.19,71.7,28.49,27.91,24.34,79.54,0.17,4.4849
2015-12-28,Andaman and Nicobar Islands,11.6234,92.7265,5.63,6.26,101.49,28.31,61.8,29.14,27.65,24.28,78.72,0.02,5.4816
