Date,State,Latitude,Longitude,WS10M,WS50M,PS,T2M,WD10M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2021-01-29,Manipur,24.817,93.9368,1.31,1.97,90.74,14.86,265.3,23.25,9.67,5.88,59.21,0.0,5.0256
2021-01-30,Manipur,24.817,93.9368,1.53,2.36,90.72,12.58,279.1,19.92,7.32,6.22,69.38,0.03,4.0987
2021-01-31,Manipur,24.817,93.9368,1.29,1.95,90.82,12.14,293.4,20.12,6.98,5.67,70.52,0.08,4.2658
2021-02-01,Manipur,24.817,93.9368,1.12,1.66,90.9,11.59,303.7,20.44,5.32,4.81,69.0,0.0,4.8785
2021-02-02,Manipur,24.817,93.9368,1.05,1.55,90.88,13.41,30.4,22.66,5.85,5.09,63.26,0.0,5.0196
2021-02-03,Manipur,24.817,93.9368,1.25,1.75,90.85,15.44,36.2,23.33,10.07,5.79,55.64,0.0,5.0988
2021-02-04,Manipur,24.817,93.9368,1.1,1.54,90.87,16.68,109.6,24.69,9.86,5.28,50.29,0.0,5.2255
2021-02-05,Manipur,24.817,93.9368,1.17,1.67,90.77,16.39,132.8,24.24,9.33,5.06,49.71,0.0,5.298
2021-02-06,Manipur,24.817,93.9368,1.08,1.62,90.63,15.94,303.2,23.88,10.23,7.12,59.44,0.04,5.1182
2021-02-07,Manipur,24.817,93.9368,1.54,2.4,90.75,14.57,324.6,21.93,9.31,8.54,71.46,0.04,4.716
2021-02-08,Manipur,24.817,93.9368,1.48,2.33,90.73,15.07,358.3,22.75,9.43,8.36,69.01,0.0,5.191
2021-02-09,Manipur,24.817,93.9368,1.19,1.76,90.75,16.2,38.1,25.01,8.9,7.12,59.31,0.0,5.5572
2021-02-10,Manipur,24.817,93.9368,1.22,1.79,90.66,16.94,220.2,25.23,11.0,6.28,53.12,0.0,5.5507
2021-02-11,Manipur,24.817,93.9368,1.09,1.57,90.65,15.17,276.4,22.98,9.97,5.31,55.89,0.0,5.4653
2021-02-12,Manipur,24.817,93.9368,1.24,1.79,90.7,15.69,318.3,24.81,8.91,5.88,56.62,0.0,5.213
2021-02-13,Manipur,24.817,93.9368,1.36,1.96,90.74,15.99,315.7,24.58,9.9,6.23,57.25,0.0,5.2541
2021-02-14,Manipur,24.817,93.9368,1.22,1.81,90.7,16.12,302.3,24.8,9.83,6.47,57.45,0.0,5.423
2021-02-15,Manipur,24.817,93.9368,1.29,1.9,90.62,15.53,292.3,23.49,9.88,6.97,61.56,0.0,5.197
2021-02-16,Manipur,24.817,93.9368,1.35,1.98,90.63,15.75,294.1,24.38,9.07,7.03,61.25,0.11,5.4439
2021-02-17,Manipur,24.817,93.9368,0.73,1.07,90.75,17.95,15.1,26.09,10.43,6.07,50.22,0.08,5.0866
2021-02-18,Manipur,24.817,93.9368,1.2,1.77,90.91,19.17,275.1,26.88,14.14,7.76,51.01,0.0,5.3789
2021-02-19,Manipur,24.817,93.9368,0.94,1.41,91.03,18.26,316.4,24.28,13.79,10.56,63.44,0.0,4.2828
2021-02-20,Manipur,24.817,93.9368,0.92,1.39,91.0,18.07,291.5,24.84,14.16,10.31,63.27,0.0,3.1709
2021-02-21,Manipur,24.817,93.9368,1.09,1.66,90.91,18.11,291.4,26.53,12.09,9.22,61.38,0.0,5.6474
2021-02-22,Manipur,24.817,93.9368,1.27,1.94,90.79,18.5,306.9,27.51,11.5,7.87,54.67,0.0,5.9186
2021-02-23,Manipur,24.817,93.9368,1.23,1.95,90.63,18.86,275.7,26.77,12.59,8.82,55.31,0.0,5.7264
2021-02-24,Manipur,24.817,93.9368,1.42,2.15,90.5,17.87,279.9,25.32,13.04,7.22,53.11,0.0,5.6839
2021-02-25,Manipur,24.817,93.9368,1.74,2.67,90.42,16.86,287.2,23.9,11.75,8.39,59.9,0.01,4.6802
2021-02-26,Manipur,24.817,93.9368,1.22,1.83,90.32,17.83,290.2,25.59,11.92,8.06,57.41,0.06,4.8034
2021-02-27,Manipur,24.817,93.9368,1.35,2.06,90.33,18.09,274.7,25.38,12.16,8.32,55.91,0.01,5.1665
2021-02-28,Manipur,24.817,93.9368,1.8,2.89,90.46,18.65,272.9,26.09,12.73,9.63,60.56,0.0,5.4074
2021-03-01,Manipur,24.817,93.9368,1.63,2.68,90.69,19.35,269.1,26.59,13.65,11.05,61.93,0.0,5.5368
2021-03-02,Manipur,24.817,93.9368,1.62,2.54,90.74,19.23,273.7,26.66,13.9,10.12,61.96,0.0,5.8891
2021-03-03,Manipur,24.817,93.9368,1.41,2.17,90.68,19.43,299.5,26.94,13.34,9.07,55.41,0.0,4.3174
2021-03-04,Manipur,24.817,93.9368,1.78,2.84,90.64,18.1,262.9,25.19,13.25,7.1,53.17,0.0,5.5507
2021-03-05,Manipur,24.817,93.9368,2.2,3.61,90.65,17.66,257.4,24.64,11.09,7.88,55.57,0.1,5.0338
2021-03-06,Manipur,24.817,93.9368,1.57,2.52,90.69,18.75,253.1,25.14,14.4,11.16,64.08,3.21,4.4885
2021-03-07,Manipur,24.817,93.9368,1.48,2.28,90.78,18.61,274.6,25.88,13.54,10.78,65.48,1.71,5.555
2021-03-08,Manipur,24.817,93.9368,1.54,2.28,90.85,18.66,295.8,25.71,12.98,9.32,58.36,0.61,4.6186
2021-03-09,Manipur,24.817,93.9368,1.4,2.23,90.81,19.1,262.0,25.56,13.97,12.96,69.94,3.16,4.2775
2021-03-10,Manipur,24.817,93.9368,1.69,2.67,90.83,19.86,258.4,26.84,15.09,13.55,71.14,0.43,5.1077
2021-03-11,Manipur,24.817,93.9368,1.45,2.27,90.93,20.09,271.3,27.32,14.69,12.55,66.8,0.18,5.3995
2021-03-12,Manipur,24.817,93.9368,1.63,2.52,91.01,20.69,294.6,28.89,13.75,10.66,59.69,0.0,5.8534
2021-03-13,Manipur,24.817,93.9368,1.61,2.49,90.87,21.02,288.5,29.61,14.29,9.44,54.28,0.02,5.9585
2021-03-14,Manipur,24.817,93.9368,1.62,2.6,90.66,20.41,277.0,27.81,15.68,11.42,60.57,0.46,5.364
2021-03-15,Manipur,24.817,93.9368,1.56,2.44,90.6,19.85,285.3,27.59,14.64,11.71,64.12,0.08,6.143
2021-03-16,Manipur,24.817,93.9368,1.57,2.4,90.6,20.36,289.1,28.4,14.57,10.64,59.78,0.0,5.9599
2021-03-17,Manipur,24.817,93.9368,1.44,2.26,90.56,20.45,283.0,29.43,14.05,6.49,46.67,0.0,6.2405
2021-03-18,Manipur,24.817,93.9368,1.6,2.41,90.57,21.14,295.6,30.16,14.76,5.08,39.85,0.0,6.0638
2021-03-19,Manipur,24.817,93.9368,1.38,2.07,90.5,21.46,292.1,29.9,14.33,7.39,45.39,0.0,5.3734
2021-03-20,Manipur,24.817,93.9368,1.24,1.89,90.37,20.56,275.4,26.65,16.31,10.29,54.58,0.0,5.1667
2021-03-21,Manipur,24.817,93.9368,1.64,2.53,90.47,22.12,275.9,29.82,16.91,10.16,49.48,0.0,5.478
2021-03-22,Manipur,24.817,93.9368,1.59,2.43,90.7,22.89,293.0,30.99,16.79,9.54,46.64,0.0,5.8243
2021-03-23,Manipur,24.817,93.9368,1.92,2.97,90.75,22.61,301.4,31.12,16.01,7.39,43.11,0.0,6.4018
2021-03-24,Manipur,24.817,93.9368,1.86,2.99,90.59,22.93,266.4,30.81,16.83,10.06,47.1,0.0,5.7288
2021-03-25,Manipur,24.817,93.9368,2.22,3.64,90.56,22.14,262.5,29.73,16.64,9.62,48.77,0.0,5.5939
2021-03-26,Manipur,24.817,93.9368,2.02,3.24,90.56,22.13,270.9,29.33,16.9,6.47,39.7,0.0,5.9227
2021-03-27,Manipur,24.817,93.9368,1.67,2.58,90.54,22.49,287.5,31.03,16.31,4.51,34.79,0.0,6.3209
2021-03-28,Manipur,24.817,93.9368,1.41,2.13,90.42,22.26,281.5,30.89,15.56,3.03,32.56,0.0,5.1319
2021-03-29,Manipur,24.817,93.9368,1.57,2.5,90.31,22.51,287.0,30.05,16.96,5.84,37.09,0.1,5.501
2021-03-30,Manipur,24.817,93.9368,1.38,2.26,90.01,19.11,255.1,23.06,16.59,15.15,78.72,42.76,3.6257
2021-03-31,Manipur,24.817,93.9368,1.9,3.45,89.85,21.61,240.2,27.65,17.06,15.66,72.08,17.42,5.4259
2021-04-01,Manipur,24.817,93.9368,1.89,3.27,90.03,20.84,259.2,27.15,16.56,15.3,74.03,5.07,5.8894
2021-04-02,Manipur,24.817,93.9368,1.71,2.74,90.35,20.45,263.7,26.87,15.67,13.61,68.93,1.78,5.7182
2021-04-03,Manipur,24.817,93.9368,1.22,1.88,90.5,22.05,286.6,30.0,15.36,10.07,52.24,0.0,6.6139
2021-04-04,Manipur,24.817,93.9368,1.07,1.57,90.55,21.83,304.7,27.93,16.17,9.54,49.11,0.0,5.6736
2021-04-05,Manipur,24.817,93.9368,0.84,1.27,90.65,22.56,34.2,29.22,16.19,9.53,46.27,0.0,3.9626
2021-04-06,Manipur,24.817,93.9368,1.11,1.62,90.63,23.48,160.3,29.93,17.55,11.26,48.95,0.0,5.9467
2021-04-07,Manipur,24.817,93.9368,1.46,2.21,90.7,22.44,271.1,28.73,18.24,11.36,52.7,0.0,5.9167
2021-04-08,Manipur,24.817,93.9368,1.42,2.14,90.56,21.56,272.2,27.42,16.98,15.19,69.17,0.76,4.5658
2021-04-09,Manipur,24.817,93.9368,1.26,1.97,90.56,21.95,260.5,28.31,16.98,15.3,68.84,0.24,6.341
2021-04-10,Manipur,24.817,93.9368,1.5,2.46,90.66,23.13,256.1,30.54,17.81,15.55,66.73,4.11,5.657
2021-04-11,Manipur,24.817,93.9368,1.64,2.74,90.76,23.07,266.1,30.55,17.23,14.59,64.01,0.01,6.1788
2021-04-12,Manipur,24.817,93.9368,1.73,2.79,90.79,23.8,267.7,30.55,18.46,14.24,58.86,0.13,6.0833
2021-04-13,Manipur,24.817,93.9368,1.54,2.48,90.69,24.04,272.7,30.66,18.73,13.73,55.64,2.43,5.88
2021-04-14,Manipur,24.817,93.9368,1.65,2.55,90.62,23.54,271.2,30.6,17.99,13.55,56.66,0.89,6.2172
2021-04-15,Manipur,24.817,93.9368,1.34,2.06,90.51,22.5,268.8,28.08,18.29,14.69,63.85,1.13,6.258
2021-04-16,Manipur,24.817,93.9368,0.99,1.42,90.57,21.53,283.5,26.13,17.78,14.91,67.45,3.75,4.9918
2021-04-17,Manipur,24.817,93.9368,0.86,1.25,90.69,22.09,257.4,27.68,18.0,14.6,65.08,5.32,3.4536
2021-04-18,Manipur,24.817,93.9368,1.65,2.62,90.61,21.68,258.4,27.69,17.51,15.06,68.59,2.7,5.7583
2021-04-19,Manipur,24.817,93.9368,2.03,3.34,90.41,21.18,248.5,27.6,16.03,14.78,70.8,7.1,6.161
2021-04-20,Manipur,24.817,93.9368,1.69,2.63,90.46,22.15,256.7,29.77,16.54,13.31,61.76,0.45,6.9389
2021-04-21,Manipur,24.817,93.9368,1.48,2.14,90.61,22.88,294.6,30.16,16.55,12.93,57.16,0.01,7.0613
2021-04-22,Manipur,24.817,93.9368,1.41,2.25,90.54,23.64,273.6,30.48,18.08,16.05,65.19,0.2,5.747
2021-04-23,Manipur,24.817,93.9368,1.82,2.83,90.44,23.52,281.3,31.14,18.11,14.41,61.92,0.1,5.9753
2021-04-24,Manipur,24.817,93.9368,1.57,2.44,90.45,23.55,293.5,31.94,16.43,11.32,52.81,0.0,7.6646
2021-04-25,Manipur,24.817,93.9368,1.48,2.22,90.44,24.23,289.4,32.82,16.66,11.81,51.51,0.0,7.0915
2021-04-26,Manipur,24.817,93.9368,1.47,2.26,90.44,24.84,292.2,33.09,17.79,12.47,51.69,0.0,6.8839
2021-04-27,Manipur,24.817,93.9368,1.56,2.44,90.52,25.37,301.0,32.71,19.42,14.67,55.22,0.03,6.0564
2021-04-28,Manipur,24.817,93.9368,1.55,2.49,90.67,25.47,300.4,31.3,20.55,14.67,55.12,0.01,5.2375
2021-04-29,Manipur,24.817,93.9368,1.12,1.81,90.63,24.75,309.5,30.37,19.82,15.5,59.86,0.01,5.8018
2021-04-30,Manipur,24.817,93.9368,1.01,1.54,90.52,24.93,274.8,31.91,20.2,15.63,60.55,4.77,5.8567
2021-05-01,Manipur,24.817,93.9368,1.4,2.24,90.59,23.96,288.4,29.68,19.25,16.07,64.89,0.82,5.7862
2021-05-02,Manipur,24.817,93.9368,1.18,1.9,90.55,23.79,278.4,30.84,17.56,15.34,64.2,2.19,5.4751
2021-05-03,Manipur,24.817,93.9368,1.2,1.81,90.49,21.56,281.4,26.45,18.24,17.36,78.71,13.9,4.4542
2021-05-04,Manipur,24.817,93.9368,1.21,1.85,90.52,21.54,292.4,27.9,16.78,15.74,72.81,4.72,4.6651
2021-05-05,Manipur,24.817,93.9368,1.34,2.06,90.54,21.83,295.5,28.21,17.83,14.9,68.63,0.99,5.7499
2021-05-06,Manipur,24.817,93.9368,1.31,2.09,90.65,22.33,267.0,28.19,16.95,14.78,65.46,2.6,5.1554
2021-05-07,Manipur,24.817,93.9368,1.38,2.09,90.76,22.37,276.9,28.9,16.91,15.42,68.66,0.84,6.149
2021-05-08,Manipur,24.817,93.9368,1.4,2.01,90.64,22.62,294.0,28.8,17.31,15.7,68.18,2.58,5.4082
2021-05-09,Manipur,24.817,93.9368,1.47,2.29,90.48,23.18,271.9,30.29,17.12,15.98,68.5,1.12,6.4932
2021-05-10,Manipur,24.817,93.9368,1.62,2.57,90.37,22.67,273.3,28.99,17.67,16.48,71.99,2.73,6.4697
2021-05-11,Manipur,24.817,93.9368,1.32,1.99,90.36,22.23,290.0,27.98,17.64,16.37,73.0,8.3,4.8814
2021-05-12,Manipur,24.817,93.9368,0.86,1.3,90.26,21.13,269.7,24.9,18.49,16.65,76.82,8.71,4.0901
2021-05-13,Manipur,24.817,93.9368,1.71,2.77,90.23,20.81,229.5,25.2,17.07,17.1,80.8,15.51,3.0266
2021-05-14,Manipur,24.817,93.9368,1.54,2.71,90.11,21.62,245.4,28.09,17.53,18.01,82.36,10.04,4.3555
2021-05-15,Manipur,24.817,93.9368,1.91,3.24,90.31,22.79,254.2,28.58,17.93,17.92,77.43,1.35,4.4978
2021-05-16,Manipur,24.817,93.9368,1.52,2.37,90.42,23.46,272.3,29.39,18.4,18.24,75.9,2.26,5.6573
2021-05-17,Manipur,24.817,93.9368,1.6,2.52,90.43,24.26,267.9,30.4,18.71,19.05,75.88,2.21,3.546
2021-05-18,Manipur,24.817,93.9368,1.85,3.13,90.31,24.83,256.1,30.89,19.9,20.08,78.02,4.09,1.4935
2021-05-19,Manipur,24.817,93.9368,2.46,4.35,90.22,24.55,257.9,30.06,21.01,20.9,82.53,8.64,2.9206
2021-05-20,Manipur,24.817,93.9368,2.08,3.65,90.23,24.41,251.2,29.43,20.79,21.46,85.06,4.05,4.0363
2021-05-21,Manipur,24.817,93.9368,2.42,4.29,90.19,24.43,256.2,28.08,21.75,21.15,83.29,1.08,6.0379
2021-05-22,Manipur,24.817,93.9368,1.94,3.3,90.09,25.24,264.2,31.03,20.91,20.66,78.47,1.18,6.3598
2021-05-23,Manipur,24.817,93.9368,1.05,1.67,90.06,27.55,284.7,34.32,21.41,20.32,68.96,0.04,6.8138
2021-05-24,Manipur,24.817,93.9368,1.33,2.39,90.06,26.29,129.2,32.44,22.78,21.05,74.96,1.95,6.8033
2021-05-25,Manipur,24.817,93.9368,2.3,4.13,89.95,24.92,121.0,30.41,20.7,20.33,77.97,4.04,4.7194
2021-05-26,Manipur,24.817,93.9368,2.41,4.29,89.85,25.51,133.6,32.09,20.62,19.71,73.62,4.94,4.6358
2021-05-27,Manipur,24.817,93.9368,1.26,2.15,90.16,25.98,169.3,32.57,19.55,17.87,65.27,2.97,4.8578
2021-05-28,Manipur,24.817,93.9368,1.55,2.46,90.37,25.75,298.7,31.46,20.88,18.95,69.18,0.64,3.0797
2021-05-29,Manipur,24.817,93.9368,1.62,2.52,90.29,25.88,276.3,32.5,20.89,18.61,67.73,0.25,5.5608
2021-05-30,Manipur,24.817,93.9368,1.67,2.59,90.17,25.62,271.3,32.58,19.94,19.45,72.97,0.64,5.563
2021-05-31,Manipur,24.817,93.9368,1.67,2.8,90.05,25.21,259.0,31.6,20.98,20.41,78.14,4.0,5.1809
2021-06-01,Manipur,24.817,93.9368,1.47,2.58,90.17,23.34,259.6,27.59,20.17,20.07,83.58,3.77,3.9521
2021-06-02,Manipur,24.817,93.9368,1.91,3.12,90.24,22.97,264.5,27.75,19.49,19.35,82.2,6.8,3.6086
2021-06-03,Manipur,24.817,93.9368,1.83,3.11,90.35,23.86,260.6,29.95,18.98,20.1,81.98,3.29,4.4791
2021-06-04,Manipur,24.817,93.9368,1.48,2.55,90.34,24.31,258.6,29.98,21.15,20.37,81.58,4.6,4.6195
2021-06-05,Manipur,24.817,93.9368,1.57,2.86,90.26,22.65,241.6,25.14,20.81,20.83,90.15,7.61,2.8193
2021-06-06,Manipur,24.817,93.9368,1.9,3.24,90.18,23.56,255.5,28.02,20.14,20.14,82.97,1.57,2.0042
2021-06-07,Manipur,24.817,93.9368,1.8,3.13,90.11,23.09,257.1,27.42,20.03,20.07,84.72,3.63,3.275
2021-06-08,Manipur,24.817,93.9368,1.69,2.75,89.99,24.14,262.3,29.73,20.04,20.57,82.59,0.93,3.8993
2021-06-09,Manipur,24.817,93.9368,1.13,1.76,89.96,24.27,281.7,29.01,20.39,19.62,77.96,1.67,5.3878
2021-06-10,Manipur,24.817,93.9368,1.38,2.44,89.69,23.39,54.5,26.63,21.17,21.18,88.32,6.78,3.9497
2021-06-11,Manipur,24.817,93.9368,1.63,2.81,89.66,24.13,181.4,28.85,20.72,20.7,83.02,5.02,4.2113
2021-06-12,Manipur,24.817,93.9368,1.87,3.45,89.85,25.63,120.3,31.99,20.42,20.35,76.0,2.82,4.8262
2021-06-13,Manipur,24.817,93.9368,1.66,2.84,89.82,26.38,131.5,33.42,20.93,20.79,74.82,1.55,5.8577
2021-06-14,Manipur,24.817,93.9368,0.97,1.67,89.73,25.29,233.8,31.4,21.97,21.71,82.7,4.41,6.1517
2021-06-15,Manipur,24.817,93.9368,1.21,2.06,89.63,26.21,174.3,33.5,21.04,20.56,75.08,5.95,5.7101
2021-06-16,Manipur,24.817,93.9368,1.28,2.27,89.75,25.98,154.7,31.31,21.85,21.02,76.97,6.21,3.7193
2021-06-17,Manipur,24.817,93.9368,1.57,2.75,89.99,25.04,139.4,30.58,20.86,20.93,80.37,10.28,4.4551
2021-06-18,Manipur,24.817,93.9368,1.17,2.04,90.13,24.26,164.6,29.04,20.69,20.48,81.69,8.77,4.932
2021-06-19,Manipur,24.817,93.9368,1.32,2.27,90.13,23.09,145.4,28.45,19.88,20.37,86.19,11.39,3.8801
2021-06-20,Manipur,24.817,93.9368,1.19,2.21,90.1,21.86,213.3,24.87,19.15,19.8,88.78,13.14,4.5461
2021-06-21,Manipur,24.817,93.9368,1.23,2.08,90.0,23.83,257.6,29.94,18.58,19.76,80.47,2.53,5.6011
2021-06-22,Manipur,24.817,93.9368,1.13,1.89,90.07,23.97,252.3,28.97,20.11,21.02,85.04,10.36,5.2474
2021-06-23,Manipur,24.817,93.9368,1.49,2.63,90.16,24.37,263.7,29.56,20.96,21.36,85.07,14.02,5.4283
2021-06-24,Manipur,24.817,93.9368,1.39,2.39,90.1,22.84,264.4,26.53,19.82,20.3,86.67,2.02,4.6716
2021-06-25,Manipur,24.817,93.9368,1.24,2.16,90.02,23.92,255.4,29.02,19.58,19.97,80.51,0.29,5.7384
2021-06-26,Manipur,24.817,93.9368,1.47,2.46,90.13,24.2,263.3,28.64,20.78,20.45,81.16,0.76,5.2068
2021-06-27,Manipur,24.817,93.9368,2.03,3.51,90.31,24.14,265.7,28.88,20.72,20.45,81.74,1.95,5.0825
2021-06-28,Manipur,24.817,93.9368,2.37,4.17,90.25,22.64,263.0,26.11,20.33,20.47,88.32,5.09,3.2542
2021-06-29,Manipur,24.817,93.9368,2.12,3.92,90.08,22.51,246.2,25.36,20.56,20.44,88.83,4.0,2.8234
2021-06-30,Manipur,24.817,93.9368,1.91,3.53,89.96,24.01,253.8,28.06,21.31,21.16,85.58,4.01,2.6064
2021-07-01,Manipur,24.817,93.9368,1.6,3.01,89.86,23.53,247.7,28.16,20.15,20.51,84.74,6.78,3.3079
2021-07-02,Manipur,24.817,93.9368,1.57,2.8,90.01,23.38,243.2,28.55,19.35,19.71,81.73,0.84,1.9776
2021-07-03,Manipur,24.817,93.9368,1.88,3.45,90.07,24.01,235.5,29.13,20.49,20.16,80.7,0.77,3.3965
2021-07-04,Manipur,24.817,93.9368,1.41,2.44,90.15,24.61,255.3,30.0,19.75,20.02,77.98,1.39,4.5739
2021-07-05,Manipur,24.817,93.9368,1.49,2.37,90.15,24.51,262.6,30.61,19.42,20.03,78.58,0.81,5.4574
2021-07-06,Manipur,24.817,93.9368,1.17,1.85,89.98,24.6,258.9,29.54,21.01,21.22,83.04,4.22,4.4748
2021-07-07,Manipur,24.817,93.9368,1.06,1.8,90.07,22.94,263.0,24.8,21.04,21.46,91.69,12.98,4.1162
2021-07-08,Manipur,24.817,93.9368,0.57,0.86,90.1,25.79,237.1,31.62,20.3,20.93,77.19,2.41,4.499
2021-07-09,Manipur,24.817,93.9368,0.89,1.63,89.96,26.22,183.1,31.8,21.99,22.09,80.25,8.03,4.7448
2021-07-10,Manipur,24.817,93.9368,0.93,1.81,90.02,24.71,131.8,28.26,22.25,22.08,86.23,11.39,2.6004
2021-07-11,Manipur,24.817,93.9368,0.88,1.64,90.22,26.01,126.0,31.24,20.87,21.19,76.83,0.83,5.9546
2021-07-12,Manipur,24.817,93.9368,1.21,2.2,90.31,25.04,128.7,28.61,22.31,21.69,82.7,6.98,5.658
2021-07-13,Manipur,24.817,93.9368,1.18,2.07,90.24,25.26,208.3,30.47,20.86,21.54,81.97,13.58,5.6316
2021-07-14,Manipur,24.817,93.9368,1.81,3.02,90.29,23.06,269.3,27.17,20.23,20.68,87.39,9.07,3.377
2021-07-15,Manipur,24.817,93.9368,1.7,2.75,90.29,23.74,278.3,28.45,20.2,20.03,81.76,1.13,5.1965
2021-07-16,Manipur,24.817,93.9368,1.2,1.96,90.36,23.66,277.5,27.74,20.9,21.2,87.24,11.92,4.5235
2021-07-17,Manipur,24.817,93.9368,1.32,2.1,90.25,23.68,274.7,28.15,20.05,21.26,87.47,4.21,3.5904
2021-07-18,Manipur,24.817,93.9368,1.43,2.38,90.04,24.39,282.0,28.8,20.98,21.6,86.03,6.9,5.0654
2021-07-19,Manipur,24.817,93.9368,1.09,1.99,89.88,24.83,259.0,29.56,21.43,21.91,85.38,11.62,2.5186
2021-07-20,Manipur,24.817,93.9368,0.99,1.57,89.84,24.64,279.5,29.28,20.7,21.67,85.14,6.23,5.0299
2021-07-21,Manipur,24.817,93.9368,1.23,2.25,89.68,25.14,109.4,29.89,21.24,22.19,85.02,8.48,4.1719
2021-07-22,Manipur,24.817,93.9368,1.84,3.59,89.68,24.85,123.4,30.38,20.39,20.75,79.99,3.46,5.6182
2021-07-23,Manipur,24.817,93.9368,1.43,2.61,89.84,23.72,127.9,27.86,20.41,21.34,87.51,7.14,3.9684
2021-07-24,Manipur,24.817,93.9368,1.13,1.86,89.92,24.83,255.4,29.5,20.92,21.47,83.24,1.42,4.9418
2021-07-25,Manipur,24.817,93.9368,1.51,2.61,89.84,24.79,271.6,29.41,21.42,21.58,83.91,1.43,4.7179
2021-07-26,Manipur,24.817,93.9368,0.9,1.51,89.64,25.15,191.1,29.24,21.05,21.27,80.31,3.19,5.4624
2021-07-27,Manipur,24.817,93.9368,1.95,3.5,89.49,25.67,115.9,30.1,21.92,21.81,80.4,7.64,4.9008
2021-07-28,Manipur,24.817,93.9368,2.65,4.73,89.49,25.27,109.5,30.43,21.58,21.46,81.16,4.73,5.3278
2021-07-29,Manipur,24.817,93.9368,2.12,3.64,89.65,24.37,113.7,29.44,20.54,21.08,83.3,1.84,3.6101
2021-07-30,Manipur,24.817,93.9368,1.12,2.14,89.91,24.66,232.2,29.58,21.4,21.76,85.51,7.33,4.3778
2021-07-31,Manipur,24.817,93.9368,1.03,1.68,90.03,23.22,273.4,26.35,20.65,21.13,88.82,25.96,4.5502
2021-08-01,Manipur,24.817,93.9368,0.83,1.22,89.88,23.49,273.9,27.42,20.39,21.15,87.58,25.55,4.9087
2021-08-02,Manipur,24.817,93.9368,0.97,1.6,89.85,23.59,168.4,26.43,21.33,21.95,91.02,25.1,3.8666
2021-08-03,Manipur,24.817,93.9368,0.91,1.56,89.88,24.24,150.5,28.74,20.73,21.71,87.03,3.35,4.8403
2021-08-04,Manipur,24.817,93.9368,1.76,3.31,89.96,24.61,120.4,29.66,20.61,21.19,83.05,1.82,6.7954
2021-08-05,Manipur,24.817,93.9368,1.67,2.97,89.85,24.31,117.1,29.13,19.8,20.77,82.02,5.76,5.6489
2021-08-06,Manipur,24.817,93.9368,1.41,2.5,89.88,24.02,130.4,28.52,19.55,21.16,85.43,6.78,5.1758
2021-08-07,Manipur,24.817,93.9368,1.11,1.79,90.04,23.36,253.7,26.1,20.81,21.47,89.66,12.97,3.9302
2021-08-08,Manipur,24.817,93.9368,1.51,2.68,90.25,23.3,261.4,27.46,20.19,21.32,89.58,5.51,4.6721
2021-08-09,Manipur,24.817,93.9368,1.91,3.31,90.17,23.7,260.1,28.25,20.77,21.36,87.78,1.5,4.3085
2021-08-10,Manipur,24.817,93.9368,1.41,2.46,90.02,23.27,258.1,26.46,20.99,21.64,91.09,2.02,4.3894
2021-08-11,Manipur,24.817,93.9368,1.41,2.6,90.04,24.35,251.7,28.73,20.91,22.45,90.05,7.67,3.7042
2021-08-12,Manipur,24.817,93.9368,1.46,2.63,90.18,23.2,250.4,26.6,20.9,21.44,90.37,3.93,4.3248
2021-08-13,Manipur,24.817,93.9368,1.44,2.77,90.05,23.11,249.7,26.57,20.65,21.29,90.2,4.91,3.6679
2021-08-14,Manipur,24.817,93.9368,1.86,3.28,89.93,22.96,256.7,26.98,20.61,20.93,89.23,2.88,2.8802
2021-08-15,Manipur,24.817,93.9368,1.36,2.43,90.06,24.17,272.1,28.78,20.82,21.61,87.03,2.24,4.1599
2021-08-16,Manipur,24.817,93.9368,1.08,1.92,90.29,22.53,257.4,24.46,20.98,21.17,92.26,12.99,2.4574
2021-08-17,Manipur,24.817,93.9368,1.03,1.79,90.38,22.85,251.3,26.16,20.45,21.05,90.22,8.37,2.6359
2021-08-18,Manipur,24.817,93.9368,1.08,1.83,90.28,22.68,239.8,27.01,19.3,20.44,88.07,7.51,2.9909
2021-08-19,Manipur,24.817,93.9368,1.24,2.23,90.31,22.34,250.7,26.26,20.3,20.57,90.5,6.64,2.8598
2021-08-20,Manipur,24.817,93.9368,1.15,2.01,90.48,22.6,273.6,26.89,19.2,20.41,88.52,4.75,4.1887
2021-08-21,Manipur,24.817,93.9368,1.62,2.94,90.49,23.04,267.9,27.32,20.29,20.95,89.01,3.74,4.1546
2021-08-22,Manipur,24.817,93.9368,2.21,3.93,90.3,22.92,267.9,26.92,20.62,21.03,89.9,6.6,2.8325
2021-08-23,Manipur,24.817,93.9368,2.03,3.69,90.21,23.17,263.4,27.02,20.29,21.07,88.98,3.4,4.5223
2021-08-24,Manipur,24.817,93.9368,1.67,3.15,90.09,23.2,263.0,27.35,20.98,21.29,89.88,4.99,2.8193
2021-08-25,Manipur,24.817,93.9368,1.37,2.43,89.93,23.39,248.4,27.56,20.21,21.14,88.25,2.24,3.5878
2021-08-26,Manipur,24.817,93.9368,0.86,1.46,89.94,23.72,147.8,27.33,21.31,22.06,91.03,4.33,4.933
2021-08-27,Manipur,24.817,93.9368,0.95,1.71,90.13,23.0,168.8,25.87,21.28,21.84,93.42,9.64,3.7224
